experiment,role,sample_id,group_id
fold_1,test,s001314,g001309
fold_1,test,s001315,g001309
fold_1,test,s001316,g001309
fold_1,test,s001317,g001309
fold_1,test,s001318,g001309
fold_1,test,s001319,g001309
fold_1,test,s001320,g001309
fold_1,test,s001321,g001309
fold_1,test,s001322,g001309
fold_1,test,s001323,g001309
fold_1,test,s001324,g001309
fold_1,test,s001325,g001309
fold_1,test,s001326,g001309
fold_1,test,s001327,g001309
fold_1,test,s001328,g001309
fold_1,test,s001329,g001309
fold_1,test,s001330,g001309
fold_1,test,s001331,g001309
fold_1,test,s001332,g001309
fold_1,test,s001333,g001309
fold_1,test,s001334,g001309
fold_1,test,s001335,g001309
fold_1,test,s001336,g001309
fold_1,test,s001337,g001309
fold_1,test,s001338,g001309
fold_1,test,s001339,g001309
fold_1,test,s001340,g001309
fold_1,test,s001341,g001309
fold_1,test,s001342,g001309
fold_1,test,s001343,g001309
fold_1,test,s001344,g001309
fold_1,test,s001345,g001309
fold_1,test,s001346,g001309
fold_1,test,s001347,g001309
fold_1,test,s001348,g001309
fold_1,test,s001349,g001309
fold_1,test,s001350,g001309
fold_1,test,s001351,g001309
fold_1,test,s001352,g001309
fold_1,test,s001353,g001309
fold_1,test,s001354,g001309
fold_1,test,s001355,g001309
fold_1,test,s001356,g001309
fold_1,test,s001357,g001309
fold_1,test,s001358,g001309
fold_1,test,s001359,g001309
fold_1,test,s001360,g001309
fold_1,test,s001361,g001309
fold_1,test,s001362,g001309
fold_1,test,s001363,g001309
fold_1,test,s001364,g001309
fold_1,test,s001365,g001309
fold_1,test,s001366,g001309
fold_1,test,s001367,g001309
fold_1,test,s001368,g001309
fold_1,test,s001369,g001309
fold_1,test,s001370,g001309
fold_1,test,s001371,g001309
fold_1,test,s001372,g001309
fold_1,test,s001373,g001309
fold_1,test,s001374,g001309
fold_1,test,s001375,g001309
fold_1,test,s001376,g001309
fold_1,test,s001377,g001309
fold_1,test,s001378,g001309
fold_1,test,s001379,g001309
fold_1,test,s001380,g001309
fold_1,test,s001381,g001309
fold_1,test,s001382,g001309
fold_1,test,s001383,g001309
fold_1,test,s001384,g001309
fold_1,test,s001385,g001309
fold_1,test,s001708,g001707
fold_1,test,s001709,g001707
fold_1,test,s001710,g001707
fold_1,test,s001711,g001707
fold_1,test,s001712,g001707
fold_1,test,s001713,g001707
fold_1,test,s001714,g001707
fold_1,test,s001715,g001707
fold_1,test,s001716,g001707
fold_1,test,s001717,g001707
fold_1,test,s001718,g001707
fold_1,test,s001719,g001707
fold_1,test,s001720,g001707
fold_1,test,s001721,g001707
fold_1,test,s001722,g001707
fold_1,test,s001723,g001707
fold_1,test,s001724,g001707
fold_1,test,s001725,g001707
fold_1,test,s001726,g001707
fold_1,test,s001727,g001707
fold_1,test,s001728,g001707
fold_1,test,s001729,g001707
fold_1,test,s001730,g001707
fold_1,test,s001731,g001707
fold_1,test,s001732,g001707
fold_1,test,s001815,g001814
fold_1,test,s001816,g001814
fold_1,test,s001817,g001814
fold_1,test,s001818,g001814
fold_1,test,s001819,g001814
fold_1,test,s001820,g001814
fold_1,test,s001821,g001814
fold_1,test,s001822,g001814
fold_1,test,s001823,g001814
fold_1,test,s001824,g001814
fold_1,test,s001825,g001814
fold_1,test,s001826,g001814
fold_1,test,s001827,g001814
fold_1,test,s001828,g001814
fold_1,test,s001829,g001814
fold_1,test,s001830,g001814
fold_1,test,s001831,g001814
fold_1,test,s001832,g001814
fold_1,test,s001833,g001814
fold_1,test,s001834,g001814
fold_1,test,s001835,g001814
fold_1,test,s001836,g001814
fold_1,test,s002167,g002166
fold_1,test,s002168,g002166
fold_1,test,s002169,g002166
fold_1,test,s002170,g002166
fold_1,test,s002171,g002166
fold_1,test,s002172,g002166
fold_1,test,s002173,g002166
fold_1,test,s002174,g002166
fold_1,test,s002175,g002166
fold_1,test,s002176,g002166
fold_1,test,s002177,g002166
fold_1,test,s002178,g002166
fold_1,test,s002179,g002166
fold_1,test,s002180,g002166
fold_1,test,s002181,g002166
fold_1,test,s002182,g002166
fold_1,test,s002183,g002166
fold_1,test,s002184,g002166
fold_1,test,s002185,g002166
fold_1,test,s002186,g002166
fold_1,test,s002187,g002166
fold_1,test,s002188,g002166
fold_1,test,s002189,g002166
fold_1,test,s002190,g002166
fold_1,test,s002191,g002166
fold_1,test,s002192,g002166
fold_1,test,s002193,g002166
fold_1,test,s002194,g002166
fold_1,test,s002195,g002166
fold_1,test,s002196,g002166
fold_1,test,s002197,g002166
fold_1,test,s002198,g002166
fold_1,test,s002199,g002166
fold_1,test,s002200,g002166
fold_1,test,s002201,g002166
fold_1,test,s002202,g002166
fold_1,test,s002203,g002166
fold_1,test,s002204,g002166
fold_1,test,s002205,g002166
fold_1,test,s002206,g002166
fold_1,test,s002207,g002166
fold_1,test,s002208,g002166
fold_1,test,s002209,g002166
fold_1,test,s002210,g002166
fold_1,test,s002211,g002166
fold_1,test,s002212,g002166
fold_1,test,s002213,g002166
fold_1,test,s002214,g002166
fold_1,test,s002215,g002166
fold_1,test,s002216,g002166
fold_1,test,s002217,g002166
fold_1,test,s002218,g002166
fold_1,test,s002219,g002166
fold_1,test,s002220,g002166
fold_1,test,s002221,g002166
fold_1,test,s002222,g002166
fold_1,test,s002223,g002166
fold_1,test,s002224,g002166
fold_1,test,s002225,g002166
fold_1,test,s002226,g002166
fold_1,test,s002227,g002166
fold_1,test,s002228,g002166
fold_1,test,s002229,g002166
fold_1,test,s002230,g002166
fold_1,test,s002231,g002166
fold_1,test,s002232,g002166
fold_1,test,s002233,g002166
fold_1,test,s002234,g002166
fold_1,test,s002235,g002166
fold_1,test,s002236,g002166
fold_1,test,s002237,g002166
fold_1,test,s002238,g002166
fold_1,test,s002239,g002166
fold_1,test,s002240,g002166
fold_1,test,s002241,g002166
fold_1,test,s002242,g002166
fold_1,test,s002243,g002166
fold_1,test,s002244,g002166
fold_1,test,s002464,g002463
fold_1,test,s002465,g002463
fold_1,test,s002698,g002697
fold_1,test,s002699,g002697
fold_1,test,s002700,g002697
fold_1,test,s002701,g002697
fold_1,test,s002702,g002697
fold_1,test,s002703,g002697
fold_1,test,s002704,g002697
fold_1,test,s002705,g002697
fold_1,test,s002706,g002697
fold_1,test,s002707,g002697
fold_1,test,s002708,g002697
fold_1,test,s002709,g002697
fold_1,test,s002710,g002697
fold_1,test,s002711,g002697
fold_1,test,s002712,g002697
fold_1,test,s002713,g002697
fold_1,test,s002714,g002697
fold_1,test,s002715,g002697
fold_1,test,s002716,g002697
fold_1,test,s002717,g002697
fold_1,test,s002718,g002697
fold_1,test,s002719,g002697
fold_1,test,s002720,g002697
fold_1,test,s002721,g002697
fold_1,test,s002722,g002697
fold_1,test,s002723,g002697
fold_1,test,s002724,g002697
fold_1,test,s002725,g002697
fold_1,test,s002726,g002697
fold_1,test,s002727,g002697
fold_1,test,s002728,g002697
fold_1,test,s002729,g002697
fold_1,test,s002730,g002697
fold_1,test,s002731,g002697
fold_1,test,s002732,g002697
fold_1,test,s002733,g002697
fold_1,test,s002734,g002697
fold_1,test,s002735,g002697
fold_1,test,s002736,g002697
fold_1,test,s002737,g002697
fold_1,test,s002738,g002697
fold_1,test,s002739,g002697
fold_1,test,s002740,g002697
fold_1,test,s002741,g002697
fold_1,test,s002742,g002697
fold_1,test,s002743,g002697
fold_1,test,s002744,g002697
fold_1,test,s002745,g002697
fold_1,test,s002746,g002697
fold_1,test,s002747,g002697
fold_1,test,s002748,g002697
fold_1,test,s002749,g002697
fold_1,test,s002750,g002697
fold_1,test,s002751,g002697
fold_1,test,s002752,g002697
fold_1,test,s002753,g002697
fold_1,test,s002754,g002697
fold_1,test,s002886,g002885
fold_1,test,s002887,g002885
fold_1,test,s002888,g002885
fold_1,test,s002889,g002885
fold_1,test,s002890,g002885
fold_1,test,s002891,g002885
fold_1,test,s002892,g002885
fold_1,test,s002893,g002885
fold_1,test,s002894,g002885
fold_1,test,s002895,g002885
fold_1,test,s002896,g002885
fold_1,test,s002897,g002885
fold_1,test,s002898,g002885
fold_1,test,s002899,g002885
fold_1,test,s002900,g002885
fold_1,test,s002901,g002885
fold_1,test,s002902,g002885
fold_1,test,s002903,g002885
fold_1,test,s002904,g002885
fold_1,test,s002905,g002885
fold_1,test,s002906,g002885
fold_1,test,s002907,g002885
fold_1,test,s002908,g002885
fold_1,test,s002909,g002885
fold_1,test,s002910,g002885
fold_1,test,s002911,g002885
fold_1,test,s002912,g002885
fold_1,test,s002913,g002885
fold_1,test,s002914,g002885
fold_1,test,s002915,g002885
fold_1,test,s002916,g002885
fold_1,test,s002917,g002885
fold_1,test,s002918,g002885
fold_1,test,s002919,g002885
fold_1,test,s002920,g002885
fold_1,test,s002921,g002885
fold_1,test,s002922,g002885
fold_1,test,s002923,g002885
fold_1,test,s002924,g002885
fold_1,test,s002925,g002885
fold_1,test,s002926,g002885
fold_1,test,s002927,g002885
fold_1,test,s002928,g002885
fold_1,test,s002929,g002885
fold_1,test,s002930,g002885
fold_1,test,s002931,g002885
fold_1,test,s002932,g002885
fold_1,test,s002933,g002885
fold_1,test,s002934,g002885
fold_1,test,s002935,g002885
fold_1,test,s002936,g002885
fold_1,test,s002937,g002885
fold_1,test,s002938,g002885
fold_1,test,s002939,g002885
fold_1,test,s002940,g002885
fold_1,test,s002941,g002885
fold_1,test,s002942,g002885
fold_1,test,s002943,g002885
fold_1,test,s002944,g002885
fold_1,test,s002945,g002885
fold_1,test,s002946,g002885
fold_1,test,s002947,g002885
fold_1,test,s002948,g002885
fold_1,test,s002949,g002885
fold_1,test,s002950,g002885
fold_1,test,s002951,g002885
fold_1,test,s002952,g002885
fold_1,test,s002953,g002885
fold_1,test,s002954,g002885
fold_1,test,s002955,g002885
fold_1,test,s002956,g002885
fold_1,test,s002957,g002885
fold_1,test,s002958,g002885
fold_1,test,s002959,g002885
fold_1,test,s002960,g002885
fold_1,test,s002961,g002885
fold_1,test,s002962,g002885
fold_1,test,s002963,g002885
fold_1,test,s002964,g002885
fold_1,test,s002965,g002885
fold_1,test,s002966,g002885
fold_1,test,s003306,g003305
fold_1,test,s003307,g003305
fold_1,test,s003308,g003305
fold_1,test,s003309,g003305
fold_1,test,s003310,g003305
fold_1,test,s003311,g003305
fold_1,test,s003312,g003305
fold_1,test,s003313,g003305
fold_1,test,s003314,g003305
fold_1,test,s003315,g003305
fold_1,test,s003316,g003305
fold_1,test,s003317,g003305
fold_1,test,s003318,g003305
fold_1,test,s003319,g003305
fold_1,test,s003320,g003305
fold_1,test,s003321,g003305
fold_1,test,s003322,g003305
fold_1,test,s003323,g003305
fold_1,test,s003324,g003305
fold_1,test,s003464,g003463
fold_1,test,s003465,g003463
fold_1,test,s003466,g003463
fold_1,test,s003467,g003463
fold_1,test,s003468,g003463
fold_1,test,s003469,g003463
fold_1,test,s003470,g003463
fold_1,test,s003471,g003463
fold_1,test,s003472,g003463
fold_1,test,s003473,g003463
fold_1,test,s003474,g003463
fold_1,test,s003475,g003463
fold_1,test,s003476,g003463
fold_1,test,s003477,g003463
fold_1,test,s003478,g003463
fold_1,test,s003479,g003463
fold_1,test,s003480,g003463
fold_1,test,s003481,g003463
fold_1,test,s003482,g003463
fold_1,test,s003483,g003463
fold_1,test,s003484,g003463
fold_1,test,s003485,g003463
fold_1,test,s003486,g003463
fold_1,test,s003487,g003463
fold_1,test,s003488,g003463
fold_1,test,s003489,g003463
fold_1,test,s003490,g003463
fold_1,test,s003491,g003463
fold_1,test,s003492,g003463
fold_1,test,s003493,g003463
fold_1,test,s003494,g003463
fold_1,test,s003495,g003463
fold_1,test,s003496,g003463
fold_1,test,s003497,g003463
fold_1,test,s003498,g003463
fold_1,test,s003499,g003463
fold_1,test,s003500,g003463
fold_1,test,s003501,g003463
fold_1,test,s003502,g003463
fold_1,test,s003503,g003463
fold_1,test,s003504,g003463
fold_1,test,s003505,g003463
fold_1,test,s003506,g003463
fold_1,test,s003507,g003463
fold_1,test,s003508,g003463
fold_1,test,s003509,g003463
fold_1,test,s003510,g003463
fold_1,test,s003511,g003463
fold_1,test,s003512,g003463
fold_1,test,s003513,g003463
fold_1,test,s003514,g003463
fold_1,test,s003515,g003463
fold_1,test,s003516,g003463
fold_1,test,s003517,g003463
fold_1,test,s003518,g003463
fold_1,test,s003519,g003463
fold_1,test,s003520,g003463
fold_1,test,s003521,g003463
fold_1,test,s003522,g003463
fold_1,test,s003523,g003463
fold_1,test,s003524,g003463
fold_1,test,s003525,g003463
fold_1,test,s003574,g003573
fold_1,test,s003575,g003573
fold_1,test,s003650,g003649
fold_1,test,s003651,g003649
fold_1,test,s003652,g003649
fold_1,test,s003653,g003649
fold_1,test,s003654,g003649
fold_1,test,s003655,g003649
fold_1,test,s003656,g003649
fold_1,test,s003657,g003649
fold_1,test,s003658,g003649
fold_1,test,s003659,g003649
fold_1,test,s003660,g003649
fold_1,test,s003661,g003649
fold_1,test,s003662,g003649
fold_1,test,s003663,g003649
fold_1,test,s003664,g003649
fold_1,test,s003665,g003649
fold_1,test,s003666,g003649
fold_1,test,s003667,g003649
fold_1,test,s003668,g003649
fold_1,test,s003669,g003649
fold_1,test,s003670,g003649
fold_1,test,s003671,g003649
fold_1,test,s003672,g003649
fold_1,test,s003673,g003649
fold_1,test,s003674,g003649
fold_1,test,s003675,g003649
fold_1,test,s003676,g003649
fold_1,test,s003677,g003649
fold_1,test,s003678,g003649
fold_1,test,s003679,g003649
fold_1,test,s003680,g003649
fold_1,test,s003681,g003649
fold_1,test,s003682,g003649
fold_1,test,s003683,g003649
fold_1,test,s003684,g003649
fold_1,test,s003685,g003649
fold_1,test,s003686,g003649
fold_1,test,s003687,g003649
fold_1,test,s003688,g003649
fold_1,test,s003689,g003649
fold_1,test,s003690,g003649
fold_1,test,s003691,g003649
fold_1,test,s003692,g003649
fold_1,test,s003693,g003649
fold_1,test,s003694,g003649
fold_1,test,s003695,g003649
fold_1,test,s003696,g003649
fold_1,test,s003697,g003649
fold_1,test,s003698,g003649
fold_1,test,s003699,g003649
fold_1,test,s003700,g003649
fold_1,test,s003701,g003649
fold_1,test,s003702,g003649
fold_1,test,s003703,g003649
fold_1,test,s003704,g003649
fold_1,test,s003705,g003649
fold_1,test,s003706,g003649
fold_1,test,s003707,g003649
fold_1,test,s003708,g003649
fold_1,test,s003709,g003649
fold_1,test,s003710,g003649
fold_1,test,s003711,g003649
fold_1,test,s003712,g003649
fold_1,test,s003713,g003649
fold_1,test,s003714,g003649
fold_1,test,s003715,g003649
fold_1,test,s003716,g003649
fold_1,test,s003717,g003649
fold_1,test,s003718,g003649
fold_1,test,s003719,g003649
fold_1,test,s003988,g003987
fold_1,test,s003989,g003987
fold_1,test,s003990,g003987
fold_1,test,s003991,g003987
fold_1,test,s003992,g003987
fold_1,test,s003993,g003987
fold_1,test,s003994,g003987
fold_1,test,s003995,g003987
fold_1,test,s003996,g003987
fold_1,test,s003997,g003987
fold_1,test,s003998,g003987
fold_1,test,s003999,g003987
fold_1,test,s004000,g003987
fold_1,test,s004001,g003987
fold_1,test,s004002,g003987
fold_1,test,s004003,g003987
fold_1,test,s004004,g003987
fold_1,test,s004005,g003987
fold_1,test,s004006,g003987
fold_1,test,s004007,g003987
fold_1,test,s004008,g003987
fold_1,test,s004009,g003987
fold_1,test,s004010,g003987
fold_1,test,s004011,g003987
fold_1,test,s004012,g003987
fold_1,test,s004013,g003987
fold_1,test,s004014,g003987
fold_1,test,s004015,g003987
fold_1,test,s004016,g003987
fold_1,test,s004017,g003987
fold_1,test,s004018,g003987
fold_1,test,s004019,g003987
fold_1,test,s004020,g003987
fold_1,test,s004021,g003987
fold_1,test,s004022,g003987
fold_1,test,s004023,g003987
fold_1,test,s004024,g003987
fold_1,test,s004025,g003987
fold_1,test,s004026,g003987
fold_1,test,s004027,g003987
fold_1,test,s004028,g003987
fold_1,test,s004029,g003987
fold_1,test,s004030,g003987
fold_1,test,s004031,g003987
fold_1,test,s004032,g003987
fold_1,test,s004033,g003987
fold_1,test,s004034,g003987
fold_1,test,s004035,g003987
fold_1,test,s004036,g003987
fold_1,test,s004037,g003987
fold_1,test,s004038,g003987
fold_1,test,s004039,g003987
fold_1,test,s004040,g003987
fold_1,test,s004041,g003987
fold_1,test,s004042,g003987
fold_1,test,s004043,g003987
fold_1,test,s004044,g003987
fold_1,test,s004045,g003987
fold_1,test,s004046,g003987
fold_1,test,s004047,g003987
fold_1,test,s004048,g003987
fold_1,test,s004049,g003987
fold_1,test,s004050,g003987
fold_1,test,s004051,g003987
fold_1,test,s004052,g003987
fold_1,test,s004053,g003987
fold_1,test,s004054,g003987
fold_1,test,s004055,g003987
fold_1,test,s004056,g003987
fold_1,test,s004057,g003987
fold_1,test,s004058,g003987
fold_1,test,s004059,g003987
fold_1,test,s004060,g003987
fold_1,test,s004061,g003987
fold_1,test,s004062,g003987
fold_1,test,s004063,g003987
fold_1,test,s004064,g003987
fold_1,test,s004065,g003987
fold_1,test,s004066,g003987
fold_1,test,s004067,g003987
fold_1,test,s004068,g003987
fold_1,test,s004069,g003987
fold_1,test,s004070,g003987
fold_1,test,s004373,g004372
fold_1,test,s004374,g004372
fold_1,test,s004375,g004372
fold_1,test,s004376,g004372
fold_1,test,s004377,g004372
fold_1,test,s004378,g004372
fold_1,test,s004379,g004372
fold_1,test,s004380,g004372
fold_1,test,s004381,g004372
fold_1,test,s004382,g004372
fold_1,test,s004383,g004372
fold_1,test,s004384,g004372
fold_1,test,s004385,g004372
fold_1,test,s004386,g004372
fold_1,test,s004387,g004372
fold_1,test,s004388,g004372
fold_1,test,s004389,g004372
fold_1,test,s004390,g004372
fold_1,test,s004391,g004372
fold_1,test,s004392,g004372
fold_1,test,s004393,g004372
fold_1,test,s004394,g004372
fold_1,test,s004395,g004372
fold_1,test,s004396,g004372
fold_1,test,s004397,g004372
fold_1,test,s004398,g004372
fold_1,test,s004399,g004372
fold_1,test,s004400,g004372
fold_1,test,s004401,g004372
fold_1,test,s004402,g004372
fold_1,test,s004403,g004372
fold_1,test,s004404,g004372
fold_1,test,s004405,g004372
fold_1,test,s004406,g004372
fold_1,test,s004407,g004372
fold_1,test,s004408,g004372
fold_1,test,s004409,g004372
fold_1,test,s004410,g004372
fold_1,test,s004411,g004372
fold_1,test,s004412,g004372
fold_1,test,s004413,g004372
fold_1,test,s004414,g004372
fold_1,test,s004415,g004372
fold_1,test,s004416,g004372
fold_1,test,s004417,g004372
fold_1,test,s004418,g004372
fold_1,test,s004419,g004372
fold_1,test,s004420,g004372
fold_1,test,s004421,g004372
fold_1,test,s004422,g004372
fold_1,test,s004423,g004372
fold_1,test,s004424,g004372
fold_1,test,s004425,g004372
fold_1,test,s004426,g004372
fold_1,test,s004427,g004372
fold_1,test,s004428,g004372
fold_1,test,s004429,g004372
fold_1,test,s004430,g004372
fold_1,test,s004431,g004372
fold_1,test,s004432,g004372
fold_1,test,s004433,g004372
fold_1,test,s004434,g004372
fold_1,test,s004435,g004372
fold_1,test,s004436,g004372
fold_1,test,s004437,g004372
fold_1,test,s004438,g004372
fold_1,test,s004439,g004372
fold_1,test,s004440,g004372
fold_1,test,s004441,g004372
fold_1,test,s004442,g004372
fold_1,test,s004443,g004372
fold_1,test,s004444,g004372
fold_1,test,s004445,g004372
fold_1,test,s004446,g004372
fold_1,test,s004447,g004372
fold_1,test,s004448,g004372
fold_1,test,s004449,g004372
fold_1,test,s004547,g004546
fold_1,test,s004548,g004546
fold_1,test,s004549,g004546
fold_1,test,s004550,g004546
fold_1,test,s004551,g004546
fold_1,test,s004552,g004546
fold_1,test,s004553,g004546
fold_1,test,s004554,g004546
fold_1,test,s004555,g004546
fold_1,test,s004556,g004546
fold_1,test,s004557,g004546
fold_1,test,s004558,g004546
fold_1,test,s004559,g004546
fold_1,test,s004560,g004546
fold_1,test,s004561,g004546
fold_1,test,s004562,g004546
fold_1,test,s004563,g004546
fold_1,test,s004564,g004546
fold_1,test,s004565,g004546
fold_1,test,s004566,g004546
fold_1,test,s004567,g004546
fold_1,test,s004568,g004546
fold_1,test,s004569,g004546
fold_1,test,s004570,g004546
fold_1,test,s004571,g004546
fold_1,test,s004572,g004546
fold_1,test,s004573,g004546
fold_1,test,s004574,g004546
fold_1,test,s004575,g004546
fold_1,test,s004576,g004546
fold_1,test,s004577,g004546
fold_1,test,s004578,g004546
fold_1,test,s004579,g004546
fold_1,test,s004580,g004546
fold_1,test,s004581,g004546
fold_1,test,s004582,g004546
fold_1,test,s004583,g004546
fold_1,test,s004584,g004546
fold_1,test,s004585,g004546
fold_1,test,s004586,g004546
fold_1,test,s004587,g004546
fold_1,test,s004588,g004546
fold_1,test,s004589,g004546
fold_1,test,s004590,g004546
fold_1,test,s004591,g004546
fold_1,test,s004592,g004546
fold_1,test,s004593,g004546
fold_1,test,s004594,g004546
fold_1,test,s004595,g004546
fold_1,test,s004596,g004546
fold_1,test,s004597,g004546
fold_1,test,s004598,g004546
fold_1,test,s004599,g004546
fold_1,test,s004600,g004546
fold_1,test,s004601,g004546
fold_1,test,s004602,g004546
fold_1,test,s004603,g004546
fold_1,test,s004604,g004546
fold_1,test,s004605,g004546
fold_1,test,s004606,g004546
fold_1,test,s004607,g004546
fold_1,test,s004608,g004546
fold_1,test,s004609,g004546
fold_1,test,s004610,g004546
fold_1,test,s004689,g004688
fold_1,test,s004690,g004688
fold_1,test,s004691,g004688
fold_1,test,s004692,g004688
fold_1,test,s004693,g004688
fold_1,test,s004694,g004688
fold_1,test,s004695,g004688
fold_1,test,s004696,g004688
fold_1,test,s004697,g004688
fold_1,test,s004698,g004688
fold_1,test,s004699,g004688
fold_1,test,s004700,g004688
fold_1,test,s004701,g004688
fold_1,test,s004702,g004688
fold_1,test,s004703,g004688
fold_1,test,s004704,g004688
fold_1,test,s004705,g004688
fold_1,test,s004706,g004688
fold_1,test,s004707,g004688
fold_1,test,s004708,g004688
fold_1,test,s004709,g004688
fold_1,test,s004710,g004688
fold_1,test,s004711,g004688
fold_1,test,s004712,g004688
fold_1,test,s004713,g004688
fold_1,test,s004714,g004688
fold_1,test,s004715,g004688
fold_1,test,s004716,g004688
fold_1,test,s004717,g004688
fold_1,test,s004718,g004688
fold_1,test,s004719,g004688
fold_1,test,s004720,g004688
fold_1,test,s004721,g004688
fold_1,test,s004722,g004688
fold_1,test,s004723,g004688
fold_1,test,s004724,g004688
fold_1,test,s004725,g004688
fold_1,test,s004726,g004688
fold_1,test,s004727,g004688
fold_1,test,s004728,g004688
fold_1,test,s004729,g004688
fold_1,test,s004730,g004688
fold_1,test,s004731,g004688
fold_1,test,s004732,g004688
fold_1,test,s004733,g004688
fold_1,test,s004734,g004688
fold_1,test,s004735,g004688
fold_1,test,s004736,g004688
fold_1,test,s004737,g004688
fold_1,test,s004738,g004688
fold_1,test,s004739,g004688
fold_1,test,s004740,g004688
fold_1,test,s004741,g004688
fold_1,test,s004742,g004688
fold_1,test,s004743,g004688
fold_1,test,s004744,g004688
fold_1,test,s004745,g004688
fold_1,test,s004746,g004688
fold_1,test,s004747,g004688
fold_1,test,s004748,g004688
fold_1,test,s004749,g004688
fold_1,test,s004750,g004688
fold_1,test,s005137,g005136
fold_1,test,s005138,g005136
fold_1,test,s005139,g005136
fold_1,test,s005140,g005136
fold_1,test,s005141,g005136
fold_1,test,s005142,g005136
fold_1,test,s005143,g005136
fold_1,test,s005144,g005136
fold_1,test,s005145,g005136
fold_1,test,s005146,g005136
fold_1,test,s005147,g005136
fold_1,test,s005148,g005136
fold_1,test,s005149,g005136
fold_1,test,s005150,g005136
fold_1,test,s005151,g005136
fold_1,test,s005152,g005136
fold_1,test,s005153,g005136
fold_1,test,s005154,g005136
fold_1,test,s005155,g005136
fold_1,test,s005156,g005136
fold_1,test,s005157,g005136
fold_1,test,s005158,g005136
fold_1,test,s005159,g005136
fold_1,test,s005160,g005136
fold_1,test,s005161,g005136
fold_1,test,s005162,g005136
fold_1,test,s005163,g005136
fold_1,test,s005164,g005136
fold_1,test,s005165,g005136
fold_1,test,s005166,g005136
fold_1,test,s005167,g005136
fold_1,test,s005168,g005136
fold_1,test,s005169,g005136
fold_1,test,s005170,g005136
fold_1,test,s005171,g005136
fold_1,test,s005172,g005136
fold_1,test,s005173,g005136
fold_1,test,s005174,g005136
fold_1,test,s005175,g005136
fold_1,test,s005176,g005136
fold_1,test,s005177,g005136
fold_1,test,s005178,g005136
fold_1,test,s005179,g005136
fold_1,test,s005180,g005136
fold_1,test,s005181,g005136
fold_1,test,s005182,g005136
fold_1,test,s005183,g005136
fold_1,test,s005184,g005136
fold_1,test,s005185,g005136
fold_1,test,s005186,g005136
fold_1,test,s005187,g005136
fold_1,test,s005188,g005136
fold_1,test,s005189,g005136
fold_1,test,s005190,g005136
fold_1,test,s005191,g005136
fold_1,test,s005192,g005136
fold_1,test,s005193,g005136
fold_1,test,s005194,g005136
fold_1,test,s005195,g005136
fold_1,test,s005196,g005136
fold_1,test,s005197,g005136
fold_1,test,s005198,g005136
fold_1,test,s005199,g005136
fold_1,test,s005200,g005136
fold_1,test,s005201,g005136
fold_1,test,s005202,g005136
fold_1,test,s005203,g005136
fold_1,test,s005204,g005136
fold_1,test,s005205,g005136
fold_1,test,s005206,g005136
fold_1,test,s005207,g005136
fold_1,test,s005208,g005136
fold_1,test,s005209,g005136
fold_1,test,s005210,g005136
fold_1,test,s005523,g005522
fold_1,test,s005524,g005522
fold_1,test,s005525,g005522
fold_1,test,s005526,g005522
fold_1,test,s005527,g005522
fold_1,test,s005528,g005522
fold_1,test,s005529,g005522
fold_1,test,s005530,g005522
fold_1,test,s005531,g005522
fold_1,test,s005532,g005522
fold_1,test,s005533,g005522
fold_1,test,s005534,g005522
fold_1,test,s005535,g005522
fold_1,test,s005536,g005522
fold_1,test,s005537,g005522
fold_1,test,s005538,g005522
fold_1,test,s005539,g005522
fold_1,test,s005540,g005522
fold_1,test,s005541,g005522
fold_1,test,s005542,g005522
fold_1,test,s005543,g005522
fold_1,test,s005544,g005522
fold_1,test,s005545,g005522
fold_1,test,s005546,g005522
fold_1,test,s005547,g005522
fold_1,test,s005548,g005522
fold_1,test,s005549,g005522
fold_1,test,s005550,g005522
fold_1,test,s005551,g005522
fold_1,test,s005552,g005522
fold_1,test,s005553,g005522
fold_1,test,s005554,g005522
fold_1,test,s005555,g005522
fold_1,test,s005556,g005522
fold_1,test,s005557,g005522
fold_1,test,s005558,g005522
fold_1,test,s005559,g005522
fold_1,test,s005560,g005522
fold_1,test,s005561,g005522
fold_1,test,s005562,g005522
fold_1,test,s005563,g005522
fold_1,test,s005564,g005522
fold_1,test,s005565,g005522
fold_1,test,s005566,g005522
fold_1,test,s005567,g005522
fold_1,test,s005568,g005522
fold_1,test,s005569,g005522
fold_1,test,s005570,g005522
fold_1,test,s005571,g005522
fold_1,test,s005572,g005522
fold_1,test,s005573,g005522
fold_1,test,s005574,g005522
fold_1,test,s005575,g005522
fold_1,test,s005576,g005522
fold_1,test,s005577,g005522
fold_1,test,s005578,g005522
fold_1,test,s005579,g005522
fold_1,test,s005580,g005522
fold_1,test,s005581,g005522
fold_1,test,s005582,g005522
fold_1,test,s005583,g005522
fold_1,test,s005584,g005522
fold_1,test,s005585,g005522
fold_1,test,s005927,g005926
fold_1,test,s005928,g005926
fold_1,test,s005929,g005926
fold_1,test,s005930,g005926
fold_1,test,s005931,g005926
fold_1,test,s005932,g005926
fold_1,test,s005933,g005926
fold_1,test,s005934,g005926
fold_1,test,s005935,g005926
fold_1,test,s005936,g005926
fold_1,test,s005937,g005926
fold_1,test,s005938,g005926
fold_1,test,s005939,g005926
fold_1,test,s005940,g005926
fold_1,test,s005941,g005926
fold_1,test,s005942,g005926
fold_1,test,s005943,g005926
fold_1,test,s005944,g005926
fold_1,test,s005945,g005926
