sample_id,nominal_audio,nominal_video,audio_effective,file_exists,visual_effective,decoded_frames,reason,media_sha256
s002617,False,False,False,False,False,0,file_missing,
s002618,False,False,False,False,False,0,file_missing,
s002619,False,False,False,False,False,0,file_missing,
s002620,False,False,False,False,False,0,file_missing,
s002621,False,False,False,False,False,0,file_missing,
s002622,False,False,False,False,False,0,file_missing,
s002623,False,False,False,False,False,0,file_missing,
s002624,False,False,False,False,False,0,file_missing,
s002625,False,False,False,False,False,0,file_missing,
s002626,False,False,False,False,False,0,file_missing,
s002627,False,False,False,False,False,0,file_missing,
s002628,False,False,False,False,False,0,file_missing,
s002629,False,False,False,False,False,0,file_missing,
s002630,False,False,False,False,False,0,file_missing,
s002631,False,False,False,False,False,0,file_missing,
s002632,False,False,False,False,False,0,file_missing,
s002633,False,False,False,False,False,0,file_missing,
s002634,False,False,False,False,False,0,file_missing,
s002635,False,False,False,False,False,0,file_missing,
s002636,False,False,False,False,False,0,file_missing,
s002637,False,False,False,False,False,0,file_missing,
s002638,False,False,False,False,False,0,file_missing,
s002639,False,False,False,False,False,0,file_missing,
s002640,False,False,False,False,False,0,file_missing,
s002641,False,False,False,False,False,0,file_missing,
s002642,False,False,False,False,False,0,file_missing,
s002643,False,False,False,False,False,0,file_missing,
s002644,False,False,False,False,False,0,file_missing,
s002645,False,False,False,False,False,0,file_missing,
s002646,False,False,False,False,False,0,file_missing,
s002647,False,False,False,False,False,0,file_missing,
s002648,False,False,False,False,False,0,file_missing,
s002649,False,False,False,False,False,0,file_missing,
s002650,False,False,False,False,False,0,file_missing,
s002651,False,False,False,False,False,0,file_missing,
s002652,False,False,False,False,False,0,file_missing,
s002653,False,False,False,False,False,0,file_missing,
s002654,False,False,False,False,False,0,file_missing,
s002655,False,False,False,False,False,0,file_missing,
s002656,False,False,False,False,False,0,file_missing,
s002657,False,False,False,False,False,0,file_missing,
s002658,False,False,False,False,False,0,file_missing,
s002659,False,False,False,False,False,0,file_missing,
s002660,False,False,False,False,False,0,file_missing,
s002661,False,False,False,False,False,0,file_missing,
s002662,False,False,False,False,False,0,file_missing,
s002663,False,False,False,False,False,0,file_missing,
s002664,False,False,False,False,False,0,file_missing,
s002665,False,False,False,False,False,0,file_missing,
s002666,False,False,False,False,False,0,file_missing,
s002667,False,False,False,False,False,0,file_missing,
s002668,False,False,False,False,False,0,file_missing,
s002669,False,False,False,False,False,0,file_missing,
s002670,False,False,False,False,False,0,file_missing,
s002671,False,False,False,False,False,0,file_missing,
s002672,False,False,False,False,False,0,file_missing,
s002673,False,False,False,False,False,0,file_missing,
s002674,False,False,False,False,False,0,file_missing,
s002675,False,False,False,False,False,0,file_missing,
s002676,False,False,False,False,False,0,file_missing,
s002677,False,False,False,False,False,0,file_missing,
s002678,False,False,False,False,False,0,file_missing,
s002679,False,False,False,False,False,0,file_missing,
s002680,False,False,False,False,False,0,file_missing,
s002681,False,False,False,False,False,0,file_missing,
s002682,False,False,False,False,False,0,file_missing,
s002683,False,False,False,False,False,0,file_missing,
s002684,False,False,False,False,False,0,file_missing,
s002685,False,False,False,False,False,0,file_missing,
s002686,False,False,False,False,False,0,file_missing,
s002687,False,False,False,False,False,0,file_missing,
s002688,False,False,False,False,False,0,file_missing,
s002689,False,False,False,False,False,0,file_missing,
s002690,False,False,False,False,False,0,file_missing,
s002691,False,False,False,False,False,0,file_missing,
s002692,False,False,False,False,False,0,file_missing,
s002693,False,False,False,False,False,0,file_missing,
s002694,False,False,False,False,False,0,file_missing,
s002695,False,False,False,False,False,0,file_missing,
s002696,False,False,False,False,False,0,file_missing,
s002697,False,False,False,False,False,0,file_missing,
s002698,False,False,False,False,False,0,file_missing,
s002699,False,False,False,False,False,0,file_missing,
s002700,False,False,False,False,False,0,file_missing,
s002701,False,False,False,False,False,0,file_missing,
s002702,False,False,False,False,False,0,file_missing,
s002703,False,False,False,False,False,0,file_missing,
s002704,False,False,False,False,False,0,file_missing,
s002705,False,False,False,False,False,0,file_missing,
s002706,False,False,False,False,False,0,file_missing,
s002707,False,False,False,False,False,0,file_missing,
s002708,False,False,False,False,False,0,file_missing,
s002709,False,False,False,False,False,0,file_missing,
s002710,False,False,False,False,False,0,file_missing,
s002711,False,False,False,False,False,0,file_missing,
s002712,False,False,False,False,False,0,file_missing,
s002713,False,False,False,False,False,0,file_missing,
s002714,False,False,False,False,False,0,file_missing,
s002715,False,False,False,False,False,0,file_missing,
s002716,False,False,False,False,False,0,file_missing,
s002717,False,False,False,False,False,0,file_missing,
s002718,False,False,False,False,False,0,file_missing,
s002719,False,False,False,False,False,0,file_missing,
s002720,False,False,False,False,False,0,file_missing,
s002721,False,False,False,False,False,0,file_missing,
s002722,False,False,False,False,False,0,file_missing,
s002723,False,False,False,False,False,0,file_missing,
s002724,False,False,False,False,False,0,file_missing,
s002725,False,False,False,False,False,0,file_missing,
s002726,False,False,False,False,False,0,file_missing,
s002727,False,False,False,False,False,0,file_missing,
s002728,False,False,False,False,False,0,file_missing,
s002729,False,False,False,False,False,0,file_missing,
s002730,False,False,False,False,False,0,file_missing,
s002731,False,False,False,False,False,0,file_missing,
s002732,False,False,False,False,False,0,file_missing,
s002733,False,False,False,False,False,0,file_missing,
s002734,False,False,False,False,False,0,file_missing,
s002735,False,False,False,False,False,0,file_missing,
s002736,False,False,False,False,False,0,file_missing,
s002737,False,False,False,False,False,0,file_missing,
s002738,False,False,False,False,False,0,file_missing,
s002739,False,False,False,False,False,0,file_missing,
s002740,False,False,False,False,False,0,file_missing,
s002741,False,False,False,False,False,0,file_missing,
s002742,False,False,False,False,False,0,file_missing,
s002743,False,False,False,False,False,0,file_missing,
s002744,False,False,False,False,False,0,file_missing,
s002745,False,False,False,False,False,0,file_missing,
s002746,False,False,False,False,False,0,file_missing,
s002747,False,False,False,False,False,0,file_missing,
s002748,False,False,False,False,False,0,file_missing,
s002749,False,False,False,False,False,0,file_missing,
s002750,False,False,False,False,False,0,file_missing,
s002751,False,False,False,False,False,0,file_missing,
s002752,False,False,False,False,False,0,file_missing,
s002753,False,False,False,False,False,0,file_missing,
s002754,False,False,False,False,False,0,file_missing,
s002755,False,False,False,False,False,0,file_missing,
s002756,False,False,False,False,False,0,file_missing,
s002757,False,False,False,False,False,0,file_missing,
s002758,False,False,False,False,False,0,file_missing,
s002759,False,False,False,False,False,0,file_missing,
s002760,False,False,False,False,False,0,file_missing,
s002761,False,False,False,False,False,0,file_missing,
s002762,False,False,False,False,False,0,file_missing,
s002763,False,False,False,False,False,0,file_missing,
s002764,False,False,False,False,False,0,file_missing,
s002765,False,False,False,False,False,0,file_missing,
s002766,False,False,False,False,False,0,file_missing,
s002767,False,False,False,False,False,0,file_missing,
s002768,False,False,False,False,False,0,file_missing,
s002769,False,False,False,False,False,0,file_missing,
s002770,False,False,False,False,False,0,file_missing,
s002771,False,False,False,False,False,0,file_missing,
s002772,False,False,False,False,False,0,file_missing,
s002773,False,False,False,False,False,0,file_missing,
s002774,False,False,False,False,False,0,file_missing,
s002775,False,False,False,False,False,0,file_missing,
s002776,False,False,False,False,False,0,file_missing,
s002777,False,False,False,False,False,0,file_missing,
s002778,False,False,False,False,False,0,file_missing,
s002779,False,False,False,False,False,0,file_missing,
s002780,False,False,False,False,False,0,file_missing,
s002781,False,False,False,False,False,0,file_missing,
s002782,False,False,False,False,False,0,file_missing,
s002783,False,False,False,False,False,0,file_missing,
s002784,False,False,False,False,False,0,file_missing,
s002785,False,False,False,False,False,0,file_missing,
s002786,False,False,False,False,False,0,file_missing,
s002787,False,False,False,False,False,0,file_missing,
s002788,False,False,False,False,False,0,file_missing,
s002789,False,False,False,False,False,0,file_missing,
s002790,False,False,False,False,False,0,file_missing,
s002791,False,False,False,False,False,0,file_missing,
s002792,False,False,False,False,False,0,file_missing,
s002793,False,False,False,False,False,0,file_missing,
s002794,False,False,False,False,False,0,file_missing,
s002795,False,False,False,False,False,0,file_missing,
s002796,False,False,False,False,False,0,file_missing,
s002797,False,False,False,False,False,0,file_missing,
s002798,False,False,False,False,False,0,file_missing,
s002799,False,False,False,False,False,0,file_missing,
s002800,False,False,False,False,False,0,file_missing,
s002801,False,False,False,False,False,0,file_missing,
s002802,False,False,False,False,False,0,file_missing,
s002803,False,False,False,False,False,0,file_missing,
s002804,False,False,False,False,False,0,file_missing,
s002805,False,False,False,False,False,0,file_missing,
s002806,False,False,False,False,False,0,file_missing,
s002807,False,False,False,False,False,0,file_missing,
s002808,False,False,False,False,False,0,file_missing,
s002809,False,False,False,False,False,0,file_missing,
s002810,False,False,False,False,False,0,file_missing,
s002811,False,False,False,False,False,0,file_missing,
s002812,False,False,False,False,False,0,file_missing,
s002813,False,False,False,False,False,0,file_missing,
s002814,False,False,False,False,False,0,file_missing,
s002815,False,False,False,False,False,0,file_missing,
s002816,False,False,False,False,False,0,file_missing,
s002817,False,False,False,False,False,0,file_missing,
s002818,False,False,False,False,False,0,file_missing,
s002819,False,False,False,False,False,0,file_missing,
s002820,False,False,False,False,False,0,file_missing,
s002821,False,False,False,False,False,0,file_missing,
s002822,False,False,False,False,False,0,file_missing,
s002823,False,False,False,False,False,0,file_missing,
s002824,False,False,False,False,False,0,file_missing,
s002825,False,False,False,False,False,0,file_missing,
s002826,False,False,False,False,False,0,file_missing,
s002827,False,False,False,False,False,0,file_missing,
s002828,False,False,False,False,False,0,file_missing,
s002829,False,False,False,False,False,0,file_missing,
s002830,False,False,False,False,False,0,file_missing,
s002831,False,False,False,False,False,0,file_missing,
s002832,False,False,False,False,False,0,file_missing,
s002833,False,False,False,False,False,0,file_missing,
s002834,False,False,False,False,False,0,file_missing,
s002835,False,False,False,False,False,0,file_missing,
s002836,False,False,False,False,False,0,file_missing,
s002837,False,False,False,False,False,0,file_missing,
s002838,False,False,False,False,False,0,file_missing,
s002839,False,False,False,False,False,0,file_missing,
s002840,False,False,False,False,False,0,file_missing,
s002841,False,False,False,False,False,0,file_missing,
s002842,False,False,False,False,False,0,file_missing,
s002843,False,False,False,False,False,0,file_missing,
s002844,False,False,False,False,False,0,file_missing,
s002845,False,False,False,False,False,0,file_missing,
s002846,False,False,False,False,False,0,file_missing,
s002847,False,False,False,False,False,0,file_missing,
s002848,False,False,False,False,False,0,file_missing,
s002849,False,False,False,False,False,0,file_missing,
s002850,False,False,False,False,False,0,file_missing,
s002851,False,False,False,False,False,0,file_missing,
s002852,False,False,False,False,False,0,file_missing,
s002853,False,False,False,False,False,0,file_missing,
s002854,False,False,False,False,False,0,file_missing,
s002855,False,False,False,False,False,0,file_missing,
s002856,False,False,False,False,False,0,file_missing,
s002857,False,False,False,False,False,0,file_missing,
s002858,False,False,False,False,False,0,file_missing,
s002859,False,False,False,False,False,0,file_missing,
s002860,False,False,False,False,False,0,file_missing,
s002861,False,False,False,False,False,0,file_missing,
s002862,False,False,False,False,False,0,file_missing,
s002863,False,False,False,False,False,0,file_missing,
s002864,False,False,False,False,False,0,file_missing,
s002865,False,False,False,False,False,0,file_missing,
s002866,False,False,False,False,False,0,file_missing,
s002867,False,False,False,False,False,0,file_missing,
s002868,False,False,False,False,False,0,file_missing,
s002869,False,False,False,False,False,0,file_missing,
s002870,False,False,False,False,False,0,file_missing,
s002871,False,False,False,False,False,0,file_missing,
s002872,False,False,False,False,False,0,file_missing,
s002873,False,False,False,False,False,0,file_missing,
s002874,False,False,False,False,False,0,file_missing,
s002875,False,False,False,False,False,0,file_missing,
s002876,False,False,False,False,False,0,file_missing,
s002877,False,False,False,False,False,0,file_missing,
s002878,False,False,False,False,False,0,file_missing,
s002879,False,False,False,False,False,0,file_missing,
s002880,False,False,False,False,False,0,file_missing,
s002881,False,False,False,False,False,0,file_missing,
s002882,False,False,False,False,False,0,file_missing,
s002883,False,False,False,False,False,0,file_missing,
s002884,False,False,False,False,False,0,file_missing,
s002885,False,False,False,False,False,0,file_missing,
s002886,False,False,False,False,False,0,file_missing,
s002887,False,False,False,False,False,0,file_missing,
s002888,False,False,False,False,False,0,file_missing,
s002889,False,False,False,False,False,0,file_missing,
s002890,False,False,False,False,False,0,file_missing,
s002891,False,False,False,False,False,0,file_missing,
s002892,False,False,False,False,False,0,file_missing,
s002893,False,False,False,False,False,0,file_missing,
s002894,False,False,False,False,False,0,file_missing,
s002895,False,False,False,False,False,0,file_missing,
s002896,False,False,False,False,False,0,file_missing,
s002897,False,False,False,False,False,0,file_missing,
s002898,False,False,False,False,False,0,file_missing,
s002899,False,False,False,False,False,0,file_missing,
s002900,False,False,False,False,False,0,file_missing,
s002901,False,False,False,False,False,0,file_missing,
s002902,False,False,False,False,False,0,file_missing,
s002903,False,False,False,False,False,0,file_missing,
s002904,False,False,False,False,False,0,file_missing,
s002905,False,False,False,False,False,0,file_missing,
s002906,False,False,False,False,False,0,file_missing,
s002907,False,False,False,False,False,0,file_missing,
s002908,False,False,False,False,False,0,file_missing,
s002909,False,False,False,False,False,0,file_missing,
s002910,False,False,False,False,False,0,file_missing,
s002911,False,False,False,False,False,0,file_missing,
s002912,False,False,False,False,False,0,file_missing,
s002913,False,False,False,False,False,0,file_missing,
s002914,False,False,False,False,False,0,file_missing,
s002915,False,False,False,False,False,0,file_missing,
s002916,False,False,False,False,False,0,file_missing,
s002917,False,False,False,False,False,0,file_missing,
s002918,False,False,False,False,False,0,file_missing,
s002919,False,False,False,False,False,0,file_missing,
s002920,False,False,False,False,False,0,file_missing,
s002921,False,False,False,False,False,0,file_missing,
s002922,False,False,False,False,False,0,file_missing,
s002923,False,False,False,False,False,0,file_missing,
s002924,False,False,False,False,False,0,file_missing,
s002925,False,False,False,False,False,0,file_missing,
s002926,False,False,False,False,False,0,file_missing,
s002927,False,False,False,False,False,0,file_missing,
s002928,False,False,False,False,False,0,file_missing,
s002929,False,False,False,False,False,0,file_missing,
s002930,False,False,False,False,False,0,file_missing,
s002931,False,False,False,False,False,0,file_missing,
s002932,False,False,False,False,False,0,file_missing,
s002933,False,False,False,False,False,0,file_missing,
s002934,False,False,False,False,False,0,file_missing,
s002935,False,False,False,False,False,0,file_missing,
s002936,False,False,False,False,False,0,file_missing,
s002937,False,False,False,False,False,0,file_missing,
s002938,False,False,False,False,False,0,file_missing,
s002939,False,False,False,False,False,0,file_missing,
s002940,False,False,False,False,False,0,file_missing,
s002941,False,False,False,False,False,0,file_missing,
s002942,False,False,False,False,False,0,file_missing,
s002943,False,False,False,False,False,0,file_missing,
s002944,False,False,False,False,False,0,file_missing,
s002945,False,False,False,False,False,0,file_missing,
s002946,False,False,False,False,False,0,file_missing,
s002947,False,False,False,False,False,0,file_missing,
s002948,False,False,False,False,False,0,file_missing,
s002949,False,False,False,False,False,0,file_missing,
s002950,False,False,False,False,False,0,file_missing,
s002951,False,False,False,False,False,0,file_missing,
s002952,False,False,False,False,False,0,file_missing,
s002953,False,False,False,False,False,0,file_missing,
s002954,False,False,False,False,False,0,file_missing,
s002955,False,False,False,False,False,0,file_missing,
s002956,False,False,False,False,False,0,file_missing,
s002957,False,False,False,False,False,0,file_missing,
s002958,False,False,False,False,False,0,file_missing,
s002959,False,False,False,False,False,0,file_missing,
s002960,False,False,False,False,False,0,file_missing,
s002961,False,False,False,False,False,0,file_missing,
s002962,False,False,False,False,False,0,file_missing,
s002963,False,False,False,False,False,0,file_missing,
s002964,False,False,False,False,False,0,file_missing,
s002965,False,False,False,False,False,0,file_missing,
s002966,False,False,False,False,False,0,file_missing,
s002967,False,False,False,False,False,0,file_missing,
s002968,False,False,False,False,False,0,file_missing,
s002969,False,False,False,False,False,0,file_missing,
s002970,False,False,False,False,False,0,file_missing,
s002971,False,False,False,False,False,0,file_missing,
s002972,False,False,False,False,False,0,file_missing,
s002973,False,False,False,False,False,0,file_missing,
s002974,False,False,False,False,False,0,file_missing,
s002975,False,False,False,False,False,0,file_missing,
s002976,False,False,False,False,False,0,file_missing,
s002977,False,False,False,False,False,0,file_missing,
s002978,False,False,False,False,False,0,file_missing,
s002979,False,False,False,False,False,0,file_missing,
s002980,False,False,False,False,False,0,file_missing,
s002981,False,False,False,False,False,0,file_missing,
s002982,False,False,False,False,False,0,file_missing,
s002983,False,False,False,False,False,0,file_missing,
s002984,False,False,False,False,False,0,file_missing,
s002985,False,False,False,False,False,0,file_missing,
s002986,False,False,False,False,False,0,file_missing,
s002987,False,False,False,False,False,0,file_missing,
s002988,False,False,False,False,False,0,file_missing,
s002989,False,False,False,False,False,0,file_missing,
s002990,False,False,False,False,False,0,file_missing,
s002991,False,False,False,False,False,0,file_missing,
s002992,False,False,False,False,False,0,file_missing,
s002993,False,False,False,False,False,0,file_missing,
s002994,False,False,False,False,False,0,file_missing,
s002995,False,False,False,False,False,0,file_missing,
s002996,False,False,False,False,False,0,file_missing,
s002997,False,False,False,False,False,0,file_missing,
s002998,False,False,False,False,False,0,file_missing,
s002999,False,False,False,False,False,0,file_missing,
s003000,False,False,False,False,False,0,file_missing,
s003001,False,False,False,False,False,0,file_missing,
s003002,False,False,False,False,False,0,file_missing,
s003003,False,False,False,False,False,0,file_missing,
s003004,False,False,False,False,False,0,file_missing,
s003005,False,False,False,False,False,0,file_missing,
s003006,False,False,False,False,False,0,file_missing,
s003007,False,False,False,False,False,0,file_missing,
s003008,False,False,False,False,False,0,file_missing,
s003009,False,False,False,False,False,0,file_missing,
s003010,False,False,False,False,False,0,file_missing,
s003011,False,False,False,False,False,0,file_missing,
s003012,False,False,False,False,False,0,file_missing,
s003013,False,False,False,False,False,0,file_missing,
s003014,False,False,False,False,False,0,file_missing,
s003015,False,False,False,False,False,0,file_missing,
s003016,False,False,False,False,False,0,file_missing,
s003017,False,False,False,False,False,0,file_missing,
s003018,False,False,False,False,False,0,file_missing,
s003019,False,False,False,False,False,0,file_missing,
s003020,False,False,False,False,False,0,file_missing,
s003021,False,False,False,False,False,0,file_missing,
s003022,False,False,False,False,False,0,file_missing,
s003023,False,False,False,False,False,0,file_missing,
s003024,False,False,False,False,False,0,file_missing,
s003025,False,False,False,False,False,0,file_missing,
s003026,False,False,False,False,False,0,file_missing,
s003027,False,False,False,False,False,0,file_missing,
s003028,False,False,False,False,False,0,file_missing,
s003029,False,False,False,False,False,0,file_missing,
s003030,False,False,False,False,False,0,file_missing,
s003031,False,False,False,False,False,0,file_missing,
s003032,False,False,False,False,False,0,file_missing,
s003033,False,False,False,False,False,0,file_missing,
s003034,False,False,False,False,False,0,file_missing,
s003035,False,False,False,False,False,0,file_missing,
s003036,False,False,False,False,False,0,file_missing,
s003037,False,False,False,False,False,0,file_missing,
s003038,False,False,False,False,False,0,file_missing,
s003039,False,False,False,False,False,0,file_missing,
s003040,False,False,False,False,False,0,file_missing,
s003041,False,False,False,False,False,0,file_missing,
s003042,False,False,False,False,False,0,file_missing,
s003043,False,False,False,False,False,0,file_missing,
s003044,False,False,False,False,False,0,file_missing,
s003045,False,False,False,False,False,0,file_missing,
s003046,False,False,False,False,False,0,file_missing,
s003047,False,False,False,False,False,0,file_missing,
s003048,False,False,False,False,False,0,file_missing,
s003049,False,False,False,False,False,0,file_missing,
s003050,False,False,False,False,False,0,file_missing,
s003051,False,False,False,False,False,0,file_missing,
s003052,False,False,False,False,False,0,file_missing,
s003053,False,False,False,False,False,0,file_missing,
s003054,False,False,False,False,False,0,file_missing,
s003055,False,False,False,False,False,0,file_missing,
s003056,False,False,False,False,False,0,file_missing,
s003057,False,False,False,False,False,0,file_missing,
s003058,False,False,False,False,False,0,file_missing,
s003059,False,False,False,False,False,0,file_missing,
s003060,False,False,False,False,False,0,file_missing,
s003061,False,False,False,False,False,0,file_missing,
s003062,False,False,False,False,False,0,file_missing,
s003063,False,False,False,False,False,0,file_missing,
s003064,False,False,False,False,False,0,file_missing,
s003065,False,False,False,False,False,0,file_missing,
s003066,False,False,False,False,False,0,file_missing,
s003067,False,False,False,False,False,0,file_missing,
s003068,False,False,False,False,False,0,file_missing,
s003069,False,False,False,False,False,0,file_missing,
s003070,False,False,False,False,False,0,file_missing,
s003071,False,False,False,False,False,0,file_missing,
s003072,False,False,False,False,False,0,file_missing,
s003073,False,False,False,False,False,0,file_missing,
s003074,False,False,False,False,False,0,file_missing,
s003075,False,False,False,False,False,0,file_missing,
s003076,False,False,False,False,False,0,file_missing,
s003077,False,False,False,False,False,0,file_missing,
s003078,False,False,False,False,False,0,file_missing,
s003079,False,False,False,False,False,0,file_missing,
s003080,False,False,False,False,False,0,file_missing,
s003081,False,False,False,False,False,0,file_missing,
s003082,False,False,False,False,False,0,file_missing,
s003083,False,False,False,False,False,0,file_missing,
s003084,False,False,False,False,False,0,file_missing,
s003085,False,False,False,False,False,0,file_missing,
s003086,False,False,False,False,False,0,file_missing,
s003087,False,False,False,False,False,0,file_missing,
s003088,False,False,False,False,False,0,file_missing,
s003089,False,False,False,False,False,0,file_missing,
s003090,False,False,False,False,False,0,file_missing,
s003091,False,False,False,False,False,0,file_missing,
s003092,False,False,False,False,False,0,file_missing,
s003093,False,False,False,False,False,0,file_missing,
s003094,False,False,False,False,False,0,file_missing,
s003095,False,False,False,False,False,0,file_missing,
s003096,False,False,False,False,False,0,file_missing,
s003097,False,False,False,False,False,0,file_missing,
s003098,False,False,False,False,False,0,file_missing,
s003099,False,False,False,False,False,0,file_missing,
s003100,False,False,False,False,False,0,file_missing,
s003101,False,False,False,False,False,0,file_missing,
s003102,False,False,False,False,False,0,file_missing,
s003103,False,False,False,False,False,0,file_missing,
s003104,False,False,False,False,False,0,file_missing,
s003105,False,False,False,False,False,0,file_missing,
s003106,False,False,False,False,False,0,file_missing,
s003107,False,False,False,False,False,0,file_missing,
s003108,False,False,False,False,False,0,file_missing,
s003109,False,False,False,False,False,0,file_missing,
s003110,False,False,False,False,False,0,file_missing,
s003111,False,False,False,False,False,0,file_missing,
s003112,False,False,False,False,False,0,file_missing,
s003113,False,False,False,False,False,0,file_missing,
s003114,False,False,False,False,False,0,file_missing,
s003115,False,False,False,False,False,0,file_missing,
s003116,False,False,False,False,False,0,file_missing,
s003117,False,False,False,False,False,0,file_missing,
s003118,False,False,False,False,False,0,file_missing,
s003119,False,False,False,False,False,0,file_missing,
s003120,False,False,False,False,False,0,file_missing,
s003121,False,False,False,False,False,0,file_missing,
s003122,False,False,False,False,False,0,file_missing,
s003123,False,False,False,False,False,0,file_missing,
s003124,False,False,False,False,False,0,file_missing,
s003125,False,False,False,False,False,0,file_missing,
s003126,False,False,False,False,False,0,file_missing,
s003127,False,False,False,False,False,0,file_missing,
s003128,False,False,False,False,False,0,file_missing,
s003129,False,False,False,False,False,0,file_missing,
s003130,False,False,False,False,False,0,file_missing,
s003131,False,False,False,False,False,0,file_missing,
s003132,False,False,False,False,False,0,file_missing,
s003133,False,False,False,False,False,0,file_missing,
s003134,False,False,False,False,False,0,file_missing,
s003135,False,False,False,False,False,0,file_missing,
s003136,False,False,False,False,False,0,file_missing,
s003137,False,False,False,False,False,0,file_missing,
s003138,False,False,False,False,False,0,file_missing,
s003139,False,False,False,False,False,0,file_missing,
s003140,False,False,False,False,False,0,file_missing,
s003141,False,False,False,False,False,0,file_missing,
s003142,False,False,False,False,False,0,file_missing,
s003143,False,False,False,False,False,0,file_missing,
s003144,False,False,False,False,False,0,file_missing,
s003145,False,False,False,False,False,0,file_missing,
s003146,False,False,False,False,False,0,file_missing,
s003147,False,False,False,False,False,0,file_missing,
s003148,False,False,False,False,False,0,file_missing,
s003149,False,False,False,False,False,0,file_missing,
s003150,False,False,False,False,False,0,file_missing,
s003151,False,False,False,False,False,0,file_missing,
s003152,False,False,False,False,False,0,file_missing,
s003153,False,False,False,False,False,0,file_missing,
s003154,False,False,False,False,False,0,file_missing,
s003155,False,False,False,False,False,0,file_missing,
s003156,False,False,False,False,False,0,file_missing,
s003157,False,False,False,False,False,0,file_missing,
s003158,False,False,False,False,False,0,file_missing,
s003159,False,False,False,False,False,0,file_missing,
s003160,False,False,False,False,False,0,file_missing,
s003161,False,False,False,False,False,0,file_missing,
s003162,False,False,False,False,False,0,file_missing,
s003163,False,False,False,False,False,0,file_missing,
s003164,False,False,False,False,False,0,file_missing,
s003165,False,False,False,False,False,0,file_missing,
s003166,False,False,False,False,False,0,file_missing,
s003167,False,False,False,False,False,0,file_missing,
s003168,False,False,False,False,False,0,file_missing,
s003169,False,False,False,False,False,0,file_missing,
s003170,False,False,False,False,False,0,file_missing,
s003171,False,False,False,False,False,0,file_missing,
s003172,False,False,False,False,False,0,file_missing,
s003173,False,False,False,False,False,0,file_missing,
s003174,False,False,False,False,False,0,file_missing,
s003175,False,False,False,False,False,0,file_missing,
s003176,False,False,False,False,False,0,file_missing,
s003177,False,False,False,False,False,0,file_missing,
s003178,False,False,False,False,False,0,file_missing,
s003179,False,False,False,False,False,0,file_missing,
s003180,False,False,False,False,False,0,file_missing,
s003181,False,False,False,False,False,0,file_missing,
s003182,False,False,False,False,False,0,file_missing,
s003183,False,False,False,False,False,0,file_missing,
s003184,False,False,False,False,False,0,file_missing,
s003185,False,False,False,False,False,0,file_missing,
s003186,False,False,False,False,False,0,file_missing,
s003187,False,False,False,False,False,0,file_missing,
s003188,False,False,False,False,False,0,file_missing,
s003189,False,False,False,False,False,0,file_missing,
s003190,False,False,False,False,False,0,file_missing,
s003191,False,False,False,False,False,0,file_missing,
s003192,False,False,False,False,False,0,file_missing,
s003193,False,False,False,False,False,0,file_missing,
s003194,False,False,False,False,False,0,file_missing,
s003195,False,False,False,False,False,0,file_missing,
s003196,False,False,False,False,False,0,file_missing,
s003197,False,False,False,False,False,0,file_missing,
s003198,False,False,False,False,False,0,file_missing,
s003199,False,False,False,False,False,0,file_missing,
s003200,False,False,False,False,False,0,file_missing,
s003201,False,False,False,False,False,0,file_missing,
s003202,False,False,False,False,False,0,file_missing,
s003203,False,False,False,False,False,0,file_missing,
s003204,False,False,False,False,False,0,file_missing,
s003205,False,False,False,False,False,0,file_missing,
s003206,False,False,False,False,False,0,file_missing,
s003207,False,False,False,False,False,0,file_missing,
s003208,False,False,False,False,False,0,file_missing,
s003209,False,False,False,False,False,0,file_missing,
s003210,False,False,False,False,False,0,file_missing,
s003211,False,False,False,False,False,0,file_missing,
s003212,False,False,False,False,False,0,file_missing,
s003213,False,False,False,False,False,0,file_missing,
s003214,False,False,False,False,False,0,file_missing,
s003215,False,False,False,False,False,0,file_missing,
s003216,False,False,False,False,False,0,file_missing,
s003217,False,False,False,False,False,0,file_missing,
s003218,False,False,False,False,False,0,file_missing,
s003219,False,False,False,False,False,0,file_missing,
s003220,False,False,False,False,False,0,file_missing,
s003221,False,False,False,False,False,0,file_missing,
s003222,False,False,False,False,False,0,file_missing,
s003223,False,False,False,False,False,0,file_missing,
s003224,False,False,False,False,False,0,file_missing,
s003225,False,False,False,False,False,0,file_missing,
s003226,False,False,False,False,False,0,file_missing,
s003227,False,False,False,False,False,0,file_missing,
s003228,False,False,False,False,False,0,file_missing,
s003229,False,False,False,False,False,0,file_missing,
s003230,False,False,False,False,False,0,file_missing,
s003231,False,False,False,False,False,0,file_missing,
s003232,False,False,False,False,False,0,file_missing,
s003233,False,False,False,False,False,0,file_missing,
s003234,False,False,False,False,False,0,file_missing,
s003235,False,False,False,False,False,0,file_missing,
s003236,False,False,False,False,False,0,file_missing,
s003237,False,False,False,False,False,0,file_missing,
s003238,False,False,False,False,False,0,file_missing,
s003239,False,False,False,False,False,0,file_missing,
s003240,False,False,False,False,False,0,file_missing,
s003241,False,False,False,False,False,0,file_missing,
s003242,False,False,False,False,False,0,file_missing,
s003243,False,False,False,False,False,0,file_missing,
s003244,False,False,False,False,False,0,file_missing,
s003245,False,False,False,False,False,0,file_missing,
s003246,False,False,False,False,False,0,file_missing,
s003247,False,False,False,False,False,0,file_missing,
s003248,False,False,False,False,False,0,file_missing,
s003249,False,False,False,False,False,0,file_missing,
s003250,False,False,False,False,False,0,file_missing,
