sample_id,indobert,indobertweet,mbert,transcript,visual
s002516,0.7687332,0.5924308,0.5993679,0.60673153,0.5
s002517,0.08299415,0.13307686,0.12095703,0.09859887,0.5
s002518,0.16694686,0.40945688,0.7305783,0.48928994,0.5
s002519,0.048676573,0.051367506,0.24725968,0.03986249,0.5
s002520,0.23828422,0.58587146,0.06632687,0.4369223,0.5
s002521,0.8812066,0.66519314,0.3083985,0.6371437,0.5
s002522,0.0705596,0.3970029,0.3469837,0.51343215,0.5
s002523,0.05975658,0.3407045,0.25813892,0.2645483,0.5
s002524,0.030967517,0.10356715,0.21750368,0.045522004,0.5
s002525,0.37090874,0.5959041,0.70679796,0.5823129,0.5
s002526,0.49503723,0.20577459,0.33698532,0.23039988,0.5
s002527,0.10951516,0.50050545,0.6260099,0.29808256,0.5
s002528,0.047780067,0.10762492,0.29900286,0.037963696,0.5
s002529,0.91891783,0.7744129,0.5339139,0.62096643,0.5
s002530,0.27708158,0.09807932,0.3617282,0.11516222,0.5
s002531,0.3310116,0.7192851,0.4232792,0.8264319,0.5
s002532,0.36353385,0.43296224,0.3738758,0.2786492,0.5
s002533,0.7078088,0.4477621,0.79865825,0.17286891,0.5
s002534,0.03615194,0.16572808,0.3287449,0.08108212,0.5
s002535,0.05261895,0.1877276,0.25534365,0.1821344,0.5
s002536,0.89256257,0.9092645,0.6491339,0.8773718,0.5
s002537,0.067546695,0.35633466,0.3991674,0.30290633,0.5
s002538,0.8912444,0.86759764,0.6744794,0.8507168,0.5
s002539,0.83141696,0.5549529,0.74502754,0.6161278,0.5
s002540,0.96557647,0.7898827,0.6550051,0.8768455,0.5
s002541,0.9240048,0.7026321,0.5167174,0.74186105,0.5
s002542,0.062216982,0.09401018,0.21634248,0.044764314,0.5
s002543,0.045862664,0.112795405,0.31237,0.03890198,0.5
s002544,0.22067818,0.50185776,0.3774259,0.48412097,0.5
s002545,0.23388131,0.40045622,0.30383506,0.2180027,0.5
s002546,0.36692995,0.2695178,0.26095408,0.13660839,0.5
s002547,0.028870905,0.08284563,0.22884515,0.122838534,0.5
s002548,0.058453236,0.3032157,0.24059612,0.16518871,0.5
s002549,0.052716404,0.029145971,0.114368536,0.021246698,0.5
s002550,0.9526623,0.8338664,0.74576885,0.7699463,0.5
s002551,0.04509957,0.09285216,0.1397482,0.11027937,0.5
s002552,0.7201715,0.4627158,0.31216028,0.3601514,0.5
s002553,0.6711474,0.22832854,0.6258955,0.21304953,0.5
s002554,0.3761647,0.32284614,0.5102906,0.22236224,0.5
s002555,0.950503,0.915356,0.6375951,0.86130506,0.5
s002556,0.8842393,0.70750576,0.5255971,0.73335636,0.5
s002557,0.04885778,0.14499426,0.24544658,0.052134257,0.5
s002757,0.14021847,0.49425915,0.23810701,0.22388572,0.5
s002758,0.053107906,0.05330468,0.11318691,0.023779986,0.5
s002759,0.05399884,0.21255875,0.2726051,0.13262685,0.5
s002760,0.7538293,0.68825895,0.46985474,0.6529056,0.5
s002761,0.26284182,0.47175553,0.20040116,0.42817363,0.5
s002762,0.06418265,0.117572136,0.33198547,0.0689125,0.5
s002763,0.10894504,0.72144896,0.5157876,0.56949353,0.5
s002764,0.02931223,0.05592617,0.29563645,0.06052939,0.5
s002765,0.09301681,0.103748634,0.1301748,0.047074173,0.5
s002766,0.076407686,0.04885778,0.13006426,0.047425874,0.5
s002767,0.0394904,0.087096825,0.28120816,0.032836955,0.5
s002768,0.05042407,0.08555634,0.14928317,0.06816437,0.5
s002769,0.031858854,0.043528143,0.09859887,0.017442485,0.5
s002770,0.083740406,0.16211456,0.5442867,0.093181714,0.5
s002771,0.11357959,0.13939638,0.6401861,0.12646118,0.5
s002772,0.8674854,0.60853595,0.27923846,0.5210904,0.5
s002773,0.3833527,0.4502385,0.56022257,0.27038386,0.5
s002774,0.10266401,0.047074173,0.23988314,0.01990879,0.5
s002775,0.16940586,0.17567945,0.22439517,0.0996453,0.5
s002776,0.6768335,0.70130414,0.61120796,0.5599519,0.5
s002777,0.039416388,0.060418423,0.42787477,0.038610928,0.5
s002778,0.04401865,0.07737811,0.26473838,0.04001227,0.5
s002779,0.07864238,0.10894504,0.52203465,0.04977345,0.5
s002780,0.031618766,0.036838703,0.18757874,0.032161444,0.5
s002781,0.03581319,0.23581158,0.2991052,0.19178137,0.5
s002782,0.063714996,0.06966823,0.116764,0.032466814,0.5
s002783,0.063831605,0.49938297,0.35588682,0.4006321,0.5
s002784,0.96432143,0.5758862,0.24006125,0.5492175,0.5
s002785,0.046464667,0.16451646,0.6054492,0.1161611,0.5
s002786,0.09947021,0.18184364,0.22832854,0.16817278,0.5
s002787,0.13951357,0.12549344,0.15329549,0.063831605,0.5
s002788,0.7565375,0.309128,0.6771539,0.20898497,0.5
s002789,0.03574581,0.034229323,0.19193278,0.027795624,0.5
s002790,0.054499872,0.18417984,0.17709816,0.09351231,0.5
s002791,0.04069295,0.12710987,0.3901854,0.08803312,0.5
s002792,0.05975658,0.28736767,0.21109138,0.10970578,0.5
s002793,0.047074173,0.12885363,0.20769644,0.08961382,0.5
s002794,0.093181714,0.20577459,0.48617142,0.15418488,0.5
s002795,0.046638038,0.37983832,0.36161548,0.26435837,0.5
s002796,0.111821815,0.063366346,0.09551806,0.027532939,0.5
s002797,0.3566707,0.22270013,0.3829488,0.13811268,0.5
s002798,0.05613278,0.12273334,0.3306873,0.08021325,0.5
s002799,0.1161611,0.19345193,0.31647488,0.10557884,0.5
s002800,0.73848045,0.35868993,0.39624333,0.1603975,0.5
s002801,0.2052962,0.23739909,0.29360697,0.19482699,0.5
s002802,0.042483207,0.045183755,0.17119971,0.02964751,0.5
s002803,0.03155902,0.09842541,0.20705435,0.043772742,0.5
s002804,0.9187722,0.7692537,0.47848317,0.7026321,0.5
s002805,0.11104825,0.41093352,0.34997693,0.40703875,0.5
s002806,0.07185127,0.15778464,0.12410682,0.077937685,0.5
s002807,0.04885778,0.07723878,0.1470645,0.030559866,0.5
s002967,0.17469169,0.38566384,0.17412922,0.18491465,0.5
s002968,0.02333077,0.09203286,0.5959041,0.05079946,0.5
s002969,0.052037824,0.35779187,0.21174264,0.10302442,0.5
s002970,0.10970578,0.12220858,0.5898936,0.068412915,0.5
s002971,0.8358858,0.5621765,0.7329743,0.52105993,0.5
s002972,0.10017222,0.17539679,0.17582092,0.19178137,0.5
s002973,0.26189685,0.57033134,0.2776688,0.6984323,0.5
s002974,0.90515476,0.8546422,0.7232117,0.8493474,0.5
s002975,0.06198946,0.22678363,0.25664565,0.29675615,0.5
s002976,0.070176296,0.117572136,0.08787644,0.09484524,0.5
s002977,0.048047356,0.06052939,0.08284563,0.039937314,0.5
s002978,0.12294379,0.14163722,0.26683465,0.10837755,0.5
s002979,0.03782129,0.091220066,0.22901751,0.07765744,0.5
s002980,0.06301947,0.13683891,0.31732047,0.062331032,0.5
s002981,0.83788544,0.7358315,0.5013809,0.6280653,0.5
s002982,0.037963696,0.18140818,0.64321727,0.12732674,0.5
s002983,0.29573816,0.50201607,0.5590192,0.30167052,0.5
s002984,0.24725968,0.20118472,0.61225176,0.17147702,0.5
s002985,0.12189464,0.14033625,0.2605776,0.09252365,0.5
s002986,0.08225395,0.516001,0.31415573,0.4324828,0.5
s002987,0.83894384,0.8271311,0.4325427,0.6658452,0.5
s002988,0.09534945,0.200871,0.14792407,0.12033541,0.5
s002989,0.47417462,0.47999117,0.3769671,0.49237496,0.5
s002990,0.08647765,0.09401018,0.07613248,0.0715912,0.5
s002991,0.056652427,0.1161611,0.33415475,0.060086653,0.5
s002992,0.047161866,0.16158468,0.5339139,0.11536141,0.5
s002993,0.12002562,0.6970936,0.5837967,0.68637,0.5
s002994,0.09484524,0.36579645,0.23934932,0.18817474,0.5
s002995,0.050144248,0.12984344,0.09842541,0.122628234,0.5
s002996,0.12570794,0.59449244,0.35053253,0.519049,0.5
s002997,0.9600627,0.71790266,0.57033134,0.63996106,0.5
s002998,0.13603349,0.11899801,0.4344013,0.075995214,0.5
s002999,0.053206205,0.028490042,0.21535076,0.030329255,0.5
s003000,0.3424616,0.40069073,0.3717066,0.39682758,0.5
s003001,0.04698664,0.068412915,0.11476477,0.08064661,0.5
s003002,0.047425874,0.36523023,0.09568694,0.2630311,0.5
s003003,0.044931646,0.040162582,0.12700155,0.023464657,0.5
s003004,0.18039528,0.19713514,0.57164705,0.16572808,0.5
s003005,0.03926875,0.059537485,0.2863688,0.055515114,0.5
s003006,0.030214584,0.1559763,0.27659282,0.041384716,0.5
s003007,0.036493767,0.31415573,0.18140818,0.21304953,0.5
s003008,0.04977345,0.073430054,0.1899715,0.027742893,0.5
s003009,0.07821887,0.1534223,0.09401018,0.07369627,0.5
s003010,0.059210256,0.4445346,0.2649285,0.5479479,0.5
s003011,0.0753123,0.19759925,0.33862367,0.1775255,0.5
s003012,0.034684174,0.056444027,0.11318691,0.032405514,0.5
s003013,0.13330235,0.2509128,0.53236437,0.113776386,0.5
s003014,0.038610928,0.063714996,0.0894546,0.047425874,0.5
s003015,0.46411213,0.54564893,0.3328523,0.43632182,0.5
s003016,0.042087726,0.13273923,0.09401018,0.15507847,0.5
s003017,0.08137363,0.09947021,0.15987214,0.05232763,0.5
s003018,0.0586686,0.12168574,0.21601155,0.084191084,0.5
s003019,0.07043162,0.26511872,0.19759925,0.23704566,0.5
s003020,0.92827886,0.78133065,0.50401676,0.7102265,0.5
s003021,0.072243,0.1436676,0.33796784,0.0973904,0.5
s003022,0.8668104,0.33036315,0.62062156,0.22067818,0.5
s003023,0.038683493,0.3713646,0.21783626,0.17050801,0.5
s003024,0.11496335,0.3340461,0.18140818,0.29573816,0.5
s003025,0.4327225,0.40745124,0.5163364,0.33917066,0.5
s003026,0.047074173,0.08740791,0.5127002,0.07765744,0.5
s003027,0.048676573,0.10338596,0.09842541,0.05975658,0.5
s003028,0.0849471,0.09912086,0.2858701,0.047602657,0.5
s003029,0.8630457,0.22524615,0.64119774,0.14730968,0.5
s003030,0.068787284,0.12646118,0.36466444,0.060418423,0.5
s003031,0.15584777,0.19513355,0.37296188,0.19482699,0.5
s003032,0.87779135,0.67928505,0.27202454,0.50589347,0.5
s003033,0.053799648,0.08616956,0.33274388,0.04885778,0.5
s003034,0.044931646,0.10502681,0.14163722,0.037467506,0.5
s003035,0.24023944,0.37501958,0.38329497,0.25795195,0.5
s003036,0.11656274,0.22970797,0.20995522,0.13318956,0.5
s003037,0.034684174,0.07369627,0.15713684,0.040464837,0.5
s003038,0.3774259,0.5225981,0.31079897,0.48874852,0.5
s003039,0.042483207,0.048047356,0.16026603,0.022032265,0.5
s003040,0.18491465,0.2948237,0.38352585,0.30611205,0.5
s003041,0.32680833,0.17953056,0.33328617,0.10521054,0.5
s003042,0.054198723,0.22067818,0.18242553,0.12951279,0.5
s003043,0.07369627,0.2441827,0.3209277,0.2487166,0.5
s003044,0.20024471,0.21239536,0.18535663,0.3235938,0.5
s003045,0.25534365,0.6570985,0.26020142,0.3963602,0.5
s003046,0.03352616,0.11636177,0.13420753,0.05942822,0.5
s003047,0.03676947,0.45011768,0.27019128,0.10837755,0.5
s003048,0.036220055,0.24798745,0.44706798,0.09301681,0.5
s003049,0.86826926,0.602354,0.43020716,0.67082393,0.5
s003050,0.123365626,0.2833846,0.31038073,0.2005577,0.5
s003117,0.041230027,0.19467382,0.16505408,0.09041373,0.5
s003118,0.045862664,0.10356715,0.22712629,0.0570714,0.5
s003119,0.9223426,0.5591396,0.44990614,0.64523166,0.5
s003120,0.029873095,0.076407686,0.10447732,0.04689926,0.5
s003121,0.046551272,0.39169675,0.17924304,0.2786492,0.5
s003122,0.93108755,0.5593803,0.7479843,0.52962834,0.5
s003123,0.050988145,0.13660839,0.1422319,0.077099696,0.5
s003124,0.052134257,0.21733753,0.44565013,0.11818139,0.5
s003125,0.0500513,0.055106897,0.08882029,0.017917344,0.5
s003126,0.06176271,0.091220066,0.5688949,0.059866417,0.5
s003127,0.077099696,0.24653332,0.5358879,0.15495056,0.5
s003128,0.037750278,0.034358688,0.16331196,0.02096424,0.5
s003129,0.055823144,0.12819736,0.24635197,0.1046602,0.5
s003130,0.09790669,0.26246357,0.34323168,0.16211456,0.5
s003131,0.12646118,0.1468197,0.5450436,0.078925885,0.5
s003132,0.07276838,0.06681232,0.39001107,0.03897507,0.5
s003133,0.12721826,0.48481452,0.3712506,0.32402143,0.5
s003134,0.08834723,0.22936256,0.17023194,0.093181714,0.5
s003135,0.08093671,0.3110082,0.29411358,0.1504028,0.5
s003136,0.11221038,0.3307954,0.18140818,0.1538032,0.5
s003137,0.1922359,0.27474037,0.2200071,0.29665425,0.5
s003138,0.76242405,0.21518578,0.6880493,0.13386749,0.5
s003139,0.15165494,0.24346252,0.31965208,0.17092276,0.5
s003140,0.022414215,0.08314291,0.16304526,0.062216982,0.5
s003141,0.073430054,0.20228557,0.47728008,0.1390453,0.5
s003142,0.048586205,0.09619517,0.13206615,0.037892427,0.5
s003143,0.040313438,0.0996453,0.28328544,0.068787284,0.5
s003144,0.11516222,0.2033909,0.47674713,0.16762704,0.5
s003145,0.056652427,0.06669065,0.14451066,0.03321117,0.5
s003146,0.18982129,0.20705435,0.4119386,0.11656274,0.5
s003147,0.031026183,0.10141132,0.18271701,0.06278921,0.5
s003148,0.055617608,0.11899801,0.20465964,0.08464395,0.5
s003149,0.08834723,0.0992954,0.33611313,0.0460339,0.5
s003150,0.15895613,0.37863138,0.21060391,0.12929276,0.5
s003151,0.039564557,0.0715912,0.085251234,0.032589745,0.5
s003152,0.61144,0.6361271,0.57045096,0.47495082,0.5
s003153,0.06644793,0.10650459,0.51740324,0.05261895,0.5
s003154,0.05781161,0.07544843,0.1943678,0.054903854,0.5
s003155,0.0500513,0.056966383,0.1526628,0.061199225,0.5
s003156,0.22798456,0.3179555,0.26020142,0.24762337,0.5
s003157,0.039121646,0.09451043,0.31859115,0.0726367,0.5
s003158,0.6758716,0.4103427,0.4868728,0.4132995,0.5
s003159,0.06644793,0.13546064,0.2168396,0.10521054,0.5
s003160,0.12549344,0.15507847,0.23405631,0.10706346,0.5
s003161,0.040845715,0.14330755,0.21833587,0.05613278,0.5
s003162,0.03986249,0.05023736,0.17809658,0.037467506,0.5
s003163,0.7913377,0.7929457,0.5289136,0.90632194,0.5
s003164,0.046638038,0.09484524,0.23651622,0.07250525,0.5
s003165,0.0500513,0.11456649,0.30850264,0.035948325,0.5
s003576,0.13534632,0.2104416,0.13753246,0.1436676,0.5
s003577,0.21883628,0.2498131,0.28170192,0.1465752,0.5
s003578,0.09203286,0.2622746,0.13296424,0.15393034,0.5
s003579,0.23633993,0.15778464,0.16817278,0.18227991,0.5
s003580,0.2985936,0.1985299,0.58658206,0.18010667,0.5
s003581,0.28537196,0.2867681,0.59425694,0.30746198,0.5
s003582,0.05781161,0.17469169,0.2921912,0.118385084,0.5
s003583,0.8409133,0.79198194,0.72661966,0.7699463,0.5
s003584,0.12210387,0.16572808,0.32584226,0.09268778,0.5
s003585,0.8349459,0.5713481,0.50324816,0.544983,0.5
s003586,0.14306793,0.11636177,0.43458128,0.13139597,0.5
s003587,0.0563401,0.085709274,0.1510278,0.10613343,0.5
s003588,0.04001227,0.021822827,0.1133831,0.025274897,0.5
s003589,0.04288224,0.18198898,0.36466444,0.19513355,0.5
s003590,0.86511016,0.8872046,0.520542,0.84872156,0.5
s003591,0.056756895,0.067423776,0.6338636,0.054098696,0.5
s003592,0.04216654,0.07935289,0.28547153,0.08601588,0.5
s003593,0.91655886,0.6583077,0.38093162,0.5839746,0.5
s003594,0.060418423,0.053899158,0.14965561,0.071202725,0.5
s003595,0.0607519,0.0434469,0.19806418,0.044183318,0.5
s003596,0.061875988,0.5017996,0.34931073,0.48721594,0.5
s003597,0.047958102,0.15152933,0.37319025,0.059537485,0.5
s003598,0.75797355,0.39905027,0.30197924,0.41946957,0.5
s003599,0.04385456,0.053799648,0.16026603,0.059866417,0.5
s003600,0.65113306,0.22371607,0.3508661,0.15960999,0.5
s003601,0.93698055,0.5681762,0.56673807,0.63624007,0.5
s003602,0.071981624,0.10123348,0.1397482,0.13500382,0.5
s003603,0.50853646,0.27028757,0.744842,0.21125406,0.5
s003604,0.6077214,0.5069271,0.78133065,0.501853,0.5
s003605,0.0607519,0.06176271,0.12189464,0.063831605,0.5
s003606,0.124425635,0.18668745,0.4256052,0.10932483,0.5
s003607,0.7554566,0.75346667,0.36319503,0.5946689,0.5
s003608,0.085251234,0.23988314,0.29350573,0.15830442,0.5
s003609,0.073164724,0.081959546,0.11397347,0.071073666,0.5
s003610,0.06828854,0.087096825,0.20513691,0.05223086,0.5
s003611,0.045437217,0.073164724,0.15354916,0.061199225,0.5
s003612,0.037256766,0.09825223,0.12538631,0.05330468,0.5
s003613,0.07921032,0.045522004,0.21900326,0.05572029,0.5
s003614,0.30393836,0.44872823,0.7216451,0.33437204,0.5
s003615,0.6800292,0.66486675,0.72632855,0.6387226,0.5
s003616,0.05223086,0.026355354,0.1603975,0.03204008,0.5
s003617,0.23475733,0.37410444,0.41691536,0.3555511,0.5
s003618,0.0658447,0.048586205,0.3742188,0.03839402,0.5
s003619,0.9022657,0.64980084,0.7752647,0.6814089,0.5
s003620,0.055515114,0.04023794,0.19299524,0.03314852,0.5
s003621,0.4046839,0.7168137,0.57332015,0.6434414,0.5
s003622,0.8795612,0.8505928,0.7905303,0.9036349,0.5
s003623,0.9678993,0.9207897,0.798344,0.9656413,0.5
s003624,0.07737811,0.13443464,0.12787028,0.101055905,0.5
s003625,0.06779314,0.052134257,0.15065254,0.0631349,0.5
s003626,0.055106897,0.4562886,0.16885695,0.20577459,0.5
s003627,0.0794957,0.28447658,0.28656837,0.1322902,0.5
s003628,0.9486325,0.868938,0.70962316,0.80332816,0.5
s003629,0.05834584,0.035611413,0.253861,0.036562506,0.5
s003630,0.045268092,0.037467506,0.15791446,0.02224367,0.5
s003631,0.8468312,0.70069003,0.45413926,0.61219376,0.5
s003632,0.761893,0.74871993,0.4023334,0.56040305,0.5
s003633,0.059319146,0.22901751,0.26530904,0.10539454,0.5
s003634,0.47084308,0.16465074,0.3191214,0.13072868,0.5
s003635,0.06500873,0.09186979,0.18198898,0.069541745,0.5
s003636,0.9384633,0.8200375,0.8100285,0.91367656,0.5
s003637,0.051082738,0.042562727,0.102844074,0.03149938,0.5
s003638,0.04069295,0.068787284,0.12410682,0.034880884,0.5
s003639,0.14841709,0.23581158,0.25720498,0.11221038,0.5
s003640,0.81316423,0.883236,0.49549878,0.88778967,0.5
s003641,0.064535476,0.06791668,0.21667379,0.084191084,0.5
s003642,0.048047356,0.07821887,0.19590157,0.058024753,0.5
s003643,0.02947941,0.073164724,0.17582092,0.092359796,0.5
s003644,0.08122776,0.055005286,0.208018,0.034815196,0.5
s003645,0.08961382,0.2833846,0.40339056,0.29992473,0.5
s003646,0.050988145,0.23863891,0.16940586,0.25256836,0.5
s003647,0.038683493,0.034618836,0.13718532,0.04698664,0.5
s003648,0.08269734,0.06766981,0.09653532,0.04240383,0.5
s003649,0.07504072,0.12885363,0.20817892,0.11318691,0.5
s003869,0.24202643,0.18300885,0.36920136,0.15817434,0.5
s003870,0.084341794,0.1337543,0.16532344,0.07382972,0.5
s003871,0.067546695,0.07696084,0.17078441,0.050705366,0.5
s003872,0.04903963,0.17412922,0.21983956,0.045777276,0.5
s003873,0.04328484,0.10266401,0.13352816,0.09807932,0.5
s003874,0.06979492,0.27250826,0.45250568,0.1347759,0.5
s003875,0.90894175,0.6576484,0.642881,0.67928505,0.5
s003876,0.73105854,0.31362996,0.5014992,0.2762998,0.5
s003877,0.087720014,0.111627996,0.2664527,0.092359796,0.5
s003878,0.24653332,0.16626887,0.21370518,0.19102567,0.5
s003879,0.9014011,0.45193112,0.37319025,0.5613351,0.5
s003880,0.06644793,0.3068385,0.5347947,0.35992643,0.5
s003881,0.92696756,0.7390459,0.7113306,0.78613067,0.5
s003882,0.047161866,0.32103413,0.24310297,0.19467382,0.5
s003883,0.063714996,0.14792407,0.2425643,0.08479541,0.5
s003884,0.80348235,0.647018,0.5141258,0.50115967,0.5
s003885,0.9216402,0.89533985,0.57773364,0.91625965,0.5
s003886,0.042802148,0.37364724,0.15571934,0.39571783,0.5
s003887,0.05686155,0.14199378,0.14426936,0.101055905,0.5
s003888,0.83250916,0.65544635,0.22644134,0.6276089,0.5
s003889,0.97074324,0.8929365,0.69802076,0.9512329,0.5
s003890,0.81257004,0.6543428,0.49272206,0.6592955,0.5
s003891,0.6710396,0.15065254,0.5853382,0.08694165,0.5
s003892,0.043936532,0.031321116,0.1462091,0.028598359,0.5
s003893,0.5162296,0.093678005,0.3179555,0.09619517,0.5
s003894,0.13892841,0.31869718,0.18111834,0.23952718,0.5
s003895,0.94468933,0.85415626,0.8047131,0.8365546,0.5
s003896,0.9558166,0.81227237,0.5575141,0.74167407,0.5
s003897,0.05399884,0.123471275,0.19744445,0.07463504,0.5
s003898,0.07723878,0.17539679,0.14523655,0.09825223,0.5
s003899,0.036700353,0.058884695,0.28917092,0.052716404,0.5
s003900,0.07329728,0.12874405,0.1985299,0.07921032,0.5
s003901,0.08803312,0.08079154,0.22371607,0.06418265,0.5
s003902,0.58284724,0.13511792,0.5604632,0.18624301,0.5
s003903,0.8523219,0.27038386,0.41590676,0.1765296,0.5
s003904,0.11516222,0.100701615,0.32509187,0.20102783,0.5
s003905,0.22953522,0.25404602,0.24041775,0.27425414,0.5
s003906,0.20102783,0.19253936,0.41638127,0.07906799,0.5
s003907,0.34103364,0.14730968,0.66974485,0.18039528,0.5
s003908,0.74576885,0.391057,0.41022456,0.45444188,0.5
s003909,0.200871,0.6266955,0.5918412,0.4114656,0.5
s003910,0.9309621,0.8580062,0.6977119,0.83031917,0.5
s003911,0.96253246,0.694199,0.728362,0.6272665,0.5
s003912,0.9455002,0.6658452,0.3720488,0.7070003,0.5
s003913,0.8146434,0.6867903,0.4477621,0.6094079,0.5
s003914,0.042962473,0.057176597,0.18025091,0.064535476,0.5
s003915,0.95679593,0.8505928,0.62303287,0.6508002,0.5
s003916,0.068537496,0.25851312,0.263789,0.13262685,0.5
s003917,0.9466954,0.7699463,0.6866853,0.820757,0.5
s003918,0.07185127,0.4622606,0.29077944,0.32541335,0.5
s003919,0.88018054,0.89368117,0.8774768,0.89805347,0.5
s004839,0.47534657,0.7162186,0.47677758,0.7604728,0.5
s004840,0.038683493,0.034618836,0.13262685,0.04698664,0.5
s004841,0.23353152,0.30466196,0.7092205,0.19544049,0.5
s004842,0.047691282,0.0279544,0.23633993,0.035211135,0.5
s004843,0.118385084,0.29279748,0.4310452,0.2354598,0.5
s004844,0.024609929,0.03926875,0.18817474,0.03061778,0.5
s004845,0.036220055,0.05051767,0.18388654,0.047691282,0.5
s004846,0.94197524,0.67265433,0.47248572,0.6798167,0.5
s004847,0.9183339,0.7331653,0.3890822,0.69471705,0.5
s004848,0.7709825,0.32949957,0.48728454,0.20625381,0.5
s004849,0.0460339,0.11496335,0.16954333,0.11456649,0.5
s004850,0.025760558,0.02220123,0.12603028,0.015603535,0.5
s004851,0.06325052,0.053601142,0.23405631,0.03971326,0.5
s004852,0.6361271,0.29767406,0.5458607,0.19238758,0.5
s004853,0.030908957,0.06903793,0.24436301,0.028114058,0.5
s004854,0.9492946,0.76646847,0.68825895,0.70161086,0.5
s004855,0.06644793,0.21206883,0.3707948,0.15418488,0.5
s004856,0.048948623,0.032283258,0.13409412,0.07544843,0.5
s004857,0.06730107,0.07821887,0.20418316,0.052134257,0.5
s004858,0.116965584,0.119819485,0.21816924,0.117572136,0.5
s004859,0.048767097,0.16079244,0.199308,0.05439932,0.5
s004860,0.05155819,0.033844035,0.1187934,0.025178842,0.5
s004861,0.049589027,0.25201568,0.3328523,0.18742996,0.5
s004862,0.049865905,0.15002881,0.23528403,0.0894546,0.5
s004863,0.06325052,0.13352816,0.22270013,0.1133831,0.5
s004864,0.04401865,0.115560874,0.23722231,0.074500255,0.5
s004865,0.039416388,0.030214584,0.14057204,0.021990221,0.5
s004866,0.08359067,0.12570794,0.087720014,0.07751766,0.5
s004867,0.33036315,0.30580097,0.6414224,0.25146383,0.5
s004868,0.048405956,0.05051767,0.20689406,0.03327394,0.5
s004869,0.042962473,0.18877223,0.25128007,0.24999616,0.5
s004870,0.03371654,0.023065226,0.1501534,0.030733928,0.5
s004871,0.04410091,0.032528225,0.13106197,0.097562216,0.5
s004872,0.035211135,0.03926875,0.12002562,0.051367506,0.5
s004873,0.055515114,0.070816204,0.105948284,0.024609929,0.5
s004874,0.46760523,0.5806493,0.61196184,0.45710638,0.5
s004875,0.03302355,0.02108484,0.08284563,0.032589745,0.5
s004876,0.040313438,0.034815196,0.2562732,0.021287352,0.5
s004877,0.07409726,0.1625129,0.23899394,0.20833994,0.5
s004878,0.5910743,0.50592774,0.5961981,0.58284724,0.5
s004879,0.8850366,0.29982224,0.47420508,0.25776508,0.5
s004880,0.04426588,0.21900326,0.23161423,0.07765744,0.5
s004881,0.9027811,0.8092759,0.5176776,0.71701187,0.5
s004882,0.08240151,0.33567742,0.48395327,0.3018763,0.5
s004883,0.48296252,0.55986166,0.41223437,0.5340658,0.5
s004884,0.9545628,0.9144437,0.7744129,0.94355595,0.5
s004885,0.03321117,0.17881244,0.28199843,0.116764,0.5
s004886,0.03615194,0.046378203,0.19884087,0.029256709,0.5
s004887,0.9488225,0.9576754,0.88700897,0.9615338,0.5
s004888,0.8958876,0.89478946,0.63522243,0.92590266,0.5
s004889,0.036493767,0.20102783,0.5853382,0.20181322,0.5
s004890,0.045015533,0.09451043,0.21190567,0.043936532,0.5
s004891,0.029986508,0.13788036,0.19698064,0.07369627,0.5
s004892,0.9554855,0.87589324,0.7371582,0.896614,0.5
s004893,0.04240383,0.1899715,0.18609506,0.064653486,0.5
s004894,0.8929365,0.79182106,0.80348235,0.7325918,0.5
s004895,0.04328484,0.041539967,0.14438999,0.024750972,0.5
s004896,0.9351099,0.70120186,0.4914178,0.5383462,0.5
s004897,0.042562727,0.12315455,0.23231015,0.062216982,0.5
s004898,0.1928432,0.7044652,0.5329721,0.5984882,0.5
s004899,0.5546514,0.5893619,0.48828346,0.62062156,0.5
s004900,0.9254997,0.7884203,0.6728693,0.5405298,0.5
s004901,0.021287352,0.1852092,0.4657823,0.09186979,0.5
s004962,0.2200071,0.5535656,0.37330446,0.4811034,0.5
s004963,0.7507356,0.5529924,0.80882335,0.47894004,0.5
s004964,0.054600604,0.08787644,0.1328517,0.090092994,0.5
s004965,0.9418684,0.7675156,0.62360615,0.71760595,0.5
s004966,0.2920902,0.7794897,0.55871826,0.5717666,0.5
s004967,0.25238404,0.22644134,0.54704064,0.19728975,0.5
s004968,0.8578872,0.4970742,0.45756087,0.34411275,0.5
s004969,0.87048715,0.7403621,0.8520759,0.761893,0.5
s004970,0.8964329,0.78099674,0.5098711,0.7727022,0.5
s004971,0.6321622,0.3684057,0.35209036,0.409634,0.5
s004972,0.8369547,0.5382248,0.5785672,0.6599533,0.5
s004973,0.84208554,0.30964965,0.45057088,0.44423324,0.5
s004974,0.22456521,0.27289566,0.52418154,0.3133147,0.5
s004975,0.9535353,0.8967949,0.6904547,0.8964329,0.5
s004976,0.20689406,0.3566707,0.5128146,0.3823144,0.5
s004977,0.7629543,0.68246794,0.7285552,0.66551924,0.5
s004978,0.9583042,0.7439129,0.60369825,0.79246426,0.5
s004979,0.8264319,0.5905431,0.61132395,0.51459086,0.5
s004980,0.068787284,0.31447142,0.3165805,0.2713482,0.5
s004981,0.91789335,0.6313671,0.56571865,0.607896,0.5
s004982,0.7583317,0.70201963,0.5516945,0.6576484,0.5
s004983,0.94468933,0.89858866,0.79692537,0.820757,0.5
s004984,0.90481883,0.80730873,0.6551154,0.73392886,0.5
