sample_id,indobert,indobertweet,mbert,transcript,visual
s004479,0.9535353,0.9069832,0.61860764,0.8609547,0.5
s004480,0.53591824,0.77167153,0.5321516,0.76242405,0.5
s004481,0.8818186,0.5839153,0.7073036,0.5988402,0.5
s004482,0.93913656,0.90747637,0.84038997,0.9119669,0.5
s004483,0.96028674,0.8897206,0.7009972,0.8897206,0.5
s004484,0.95961094,0.91715443,0.71611935,0.8836382,0.5
s004485,0.045268092,0.18068421,0.1422319,0.12863456,0.5
s004486,0.124638565,0.28180072,0.26511872,0.32252598,0.5
s004487,0.4886113,0.5594104,0.3835836,0.41105178,0.5
s004488,0.5239075,0.5683559,0.3851434,0.45677322,0.5
s004489,0.47683853,0.300951,0.42662016,0.22627032,0.5
s004490,0.92683524,0.86849254,0.684264,0.90000373,0.5
s004491,0.573559,0.6773673,0.31806138,0.7889086,0.5
s004492,0.9265699,0.73354733,0.4609865,0.6445608,0.5
s004493,0.32928386,0.33807713,0.39899173,0.24963014,0.5
s004494,0.9181873,0.8543993,0.5038776,0.74927074,0.5
s004495,0.13106197,0.10951516,0.22867285,0.0715912,0.5
s004496,0.05023736,0.096705794,0.2776688,0.069541745,0.5
s004497,0.18227991,0.19299524,0.48956454,0.15418488,0.5
s004498,0.043772742,0.087720014,0.16411418,0.02920129,0.5
s004499,0.32241932,0.36624962,0.14057204,0.30923226,0.5
s004500,0.034229323,0.19513355,0.30642328,0.14282866,0.5
s004501,0.9413314,0.91550726,0.6490227,0.90665317,0.5
s004502,0.87450653,0.5930791,0.54649615,0.52229357,0.5
s004503,0.89048487,0.8524448,0.49985334,0.8692713,0.5
s004504,0.624637,0.6971967,0.5688949,0.7884203,0.5
s004505,0.10521054,0.21883628,0.26626188,0.13050689,0.5
s004506,0.27717942,0.1765296,0.3539863,0.21125406,0.5
s004507,0.9519527,0.85269034,0.48778775,0.874292,0.5
s004508,0.3260568,0.5696133,0.53397465,0.51475096,0.5
s004509,0.021409769,0.028652668,0.10800066,0.023509452,0.5
s004510,0.93195957,0.75868946,0.6783269,0.7337381,0.5
s004511,0.0689125,0.08404061,0.36908767,0.07654563,0.5
s004512,0.19238758,0.23739909,0.30642328,0.13927926,0.5
s004513,0.90087914,0.74372685,0.50881106,0.6534587,0.5
s004514,0.62772304,0.43512127,0.4905102,0.40957496,0.5
s004515,0.8912444,0.86036915,0.73392886,0.7300013,0.5
s004516,0.031738594,0.05127242,0.14211279,0.04813677,0.5
s004517,0.08166611,0.097562216,0.2965524,0.09384396,0.5
s004518,0.063366346,0.2560871,0.49040338,0.13683891,0.5
s004519,0.961678,0.8824279,0.5910743,0.90448195,0.5
s004520,0.702938,0.649912,0.48355696,0.4216709,0.5
s004521,0.054298937,0.2693256,0.17412922,0.14128141,0.5
s004522,0.8484707,0.7439129,0.44954365,0.7098244,0.5
s004523,0.32487765,0.26759952,0.4233984,0.21370518,0.5
s004524,0.0586686,0.43146437,0.65168744,0.253861,0.5
s004525,0.8806945,0.79549927,0.77081,0.6970936,0.5
s004526,0.10393038,0.33895186,0.68626493,0.3340461,0.5
s004527,0.9364014,0.83828294,0.62772304,0.7801604,0.5
s004528,0.2384615,0.36500388,0.47215107,0.34709436,0.5
s004529,0.928668,0.7540105,0.5788053,0.80348235,0.5
s004530,0.33545968,0.227641,0.3655699,0.19299524,0.5
s004531,0.86826926,0.52521664,0.6531269,0.61508787,0.5
s004532,0.5994265,0.3988161,0.3156305,0.29767406,0.5
s004533,0.2738656,0.59649193,0.46317106,0.66974485,0.5
s004534,0.93108755,0.86815757,0.6387226,0.7975568,0.5
s004535,0.9559813,0.9046505,0.746139,0.9036349,0.5
s004536,0.9455002,0.8897206,0.68215036,0.87810534,0.5
s004537,0.13330235,0.48322165,0.32028958,0.2695178,0.5
s004538,0.9257686,0.84208554,0.6139312,0.8502201,0.5
s004539,0.05300978,0.07572137,0.19698064,0.03371654,0.5
s004540,0.036562506,0.023109278,0.13420753,0.013480103,0.5
s004541,0.9449947,0.4783613,0.79310596,0.42602307,0.5
s004542,0.60830325,0.65588725,0.569314,0.48913747,0.5
s004543,0.3431216,0.34964374,0.49330556,0.27338037,0.5
s004544,0.15507847,0.4706758,0.30342212,0.44733956,0.5
s004545,0.16384642,0.42620215,0.33025515,0.40933883,0.5
s004546,0.26246357,0.31700322,0.48185003,0.19269122,0.5
s004902,0.05942822,0.075995214,0.19238758,0.037608635,0.5
s004903,0.6822562,0.36466444,0.67071617,0.18476751,0.5
s004904,0.040845715,0.03986249,0.2947222,0.041230027,0.5
s004905,0.3237007,0.3809892,0.70871687,0.36116472,0.5
s004906,0.26607114,0.48530996,0.49300048,0.56451863,0.5
s004907,0.72026986,0.3242354,0.18787657,0.199308,0.5
s004908,0.1210609,0.28517282,0.43770328,0.4071566,0.5
s004909,0.9626028,0.23109324,0.84038997,0.19314736,0.5
s004910,0.9328214,0.83467656,0.84363765,0.88778967,0.5
s004911,0.043772742,0.041695766,0.24635197,0.035880696,0.5
s004912,0.064653486,0.3100673,0.4708583,0.1880256,0.5
s004913,0.034749627,0.042962473,0.24635197,0.04038907,0.5
s004914,0.03204008,0.037256766,0.35913938,0.055208683,0.5
s004915,0.24725968,0.46113813,0.601535,0.40910277,0.5
s004916,0.19559409,0.53640395,0.2874677,0.5316349,0.5
s004917,0.051462766,0.15960999,0.29158565,0.13364118,0.5
s004918,0.030792167,0.043528143,0.1880256,0.051749535,0.5
s004919,0.20307463,0.28061637,0.68773484,0.26359943,0.5
s004920,0.056652427,0.16118816,0.37341872,0.11899801,0.5
s004921,0.10951516,0.45816684,0.22371607,0.3424616,0.5
s004922,0.035410732,0.075858176,0.18271701,0.04328484,0.5
s004923,0.08108212,0.041307304,0.112795405,0.042483207,0.5
s004924,0.9691495,0.82090056,0.5517247,0.84959716,0.5
s004925,0.033907957,0.034880884,0.20850107,0.034880884,0.5
s004926,0.87546796,0.7634837,0.736211,0.8253083,0.5
s004927,0.03321117,0.027742893,0.18271701,0.026155617,0.5
s004928,0.3312279,0.35264748,0.6525736,0.35577488,0.5
s004929,0.03635666,0.043936532,0.30342212,0.032466814,0.5
s004930,0.054098696,0.03897507,0.18565173,0.020844316,0.5
s004931,0.03197956,0.02920129,0.26530904,0.02479816,0.5
s004932,0.038321976,0.034618836,0.20577459,0.029090757,0.5
s004933,0.03044435,0.04385456,0.28447658,0.043528143,0.5
s004934,0.085251234,0.13939638,0.17852582,0.080069266,0.5
s004935,0.5271796,0.89947516,0.28199843,0.8989441,0.5
s004936,0.07185127,0.065604836,0.17681369,0.037538007,0.5
s004937,0.12656909,0.54474086,0.26435837,0.540742,0.5
s004938,0.9382373,0.79502225,0.8311431,0.8409133,0.5
s004939,0.89048487,0.9124362,0.772359,0.86408126,0.5
s004940,0.97419035,0.94218844,0.87450653,0.89478946,0.5
s004941,0.11636177,0.0570714,0.17525558,0.04038907,0.5
s004942,0.051177494,0.1210609,0.30012983,0.11899801,0.5
s004943,0.045015533,0.11085559,0.26322043,0.06681232,0.5
s004944,0.12538631,0.7241881,0.27173457,0.67415774,0.5
s004945,0.8322367,0.381738,0.8478418,0.2949252,0.5
s004946,0.9562273,0.9187722,0.87375444,0.9451974,0.5
s004947,0.040845715,0.03986249,0.4208971,0.041230027,0.5
s004948,0.18624301,0.7088176,0.37456194,0.5512718,0.5
s004949,0.051462766,0.04328484,0.19651763,0.04831607,0.5
s004950,0.36150277,0.21518578,0.52217174,0.15856485,0.5
s004951,0.077099696,0.31268474,0.2013417,0.36568317,0.5
s004952,0.040922303,0.03635666,0.15817434,0.040922303,0.5
s004953,0.049313597,0.12874405,0.16708273,0.10393038,0.5
s004954,0.83775276,0.3589146,0.22729777,0.32060856,0.5
s004955,0.054198723,0.071073666,0.15190639,0.047691282,0.5
s004956,0.83467656,0.78481424,0.53357977,0.8238959,0.5
s004957,0.9103862,0.2498131,0.6282934,0.11576065,0.5
s004958,0.8299059,0.73354733,0.7772999,0.66714764,0.5
s004959,0.036700353,0.03429395,0.15152933,0.026355354,0.5
s004960,0.47250095,0.4180434,0.48803937,0.43758315,0.5
s004961,0.03327394,0.05300978,0.17064616,0.026455775,0.5
s005058,0.87997437,0.8677098,0.47310945,0.61618555,0.5
s005059,0.78099674,0.57684,0.5736187,0.46350494,0.5
s005060,0.8881781,0.82090056,0.56637836,0.6570985,0.5
s005061,0.10650459,0.14402841,0.7367796,0.16926852,0.5
s005062,0.06730107,0.17078441,0.21304953,0.14891148,0.5
s005063,0.8700462,0.6073721,0.8091252,0.43506128,0.5
s005064,0.74576885,0.6928498,0.67362124,0.5297804,0.5
s005065,0.86669767,0.81873685,0.5156961,0.716417,0.5
s005066,0.7350715,0.77149934,0.54089355,0.81888163,0.5
s005067,0.7799929,0.4505407,0.81859183,0.37307608,0.5
s005068,0.90000373,0.8255897,0.8091252,0.76383626,0.5
s005069,0.87779135,0.53093576,0.6659539,0.5646987,0.5
s005070,0.94649786,0.78199726,0.8546422,0.8147907,0.5
s005071,0.92093205,0.90582335,0.86737317,0.87536144,0.5
s005072,0.83682144,0.7040584,0.5120064,0.6292052,0.5
s005073,0.87310666,0.820757,0.7498207,0.7921428,0.5
s005074,0.962462,0.91490096,0.57600546,0.8633916,0.5
s005075,0.8958876,0.90747637,0.5402872,0.8679338,0.5
s005076,0.45371565,0.5547117,0.6508002,0.47052372,0.5
s005077,0.9213576,0.89733595,0.65035623,0.9034647,0.5
s005078,0.8657925,0.75110084,0.7014064,0.5998368,0.5
s005079,0.06941547,0.40086663,0.26855758,0.30590463,0.5
s005080,0.7194822,0.3100673,0.2425643,0.30300948,0.5
s005081,0.43935645,0.70710135,0.8000679,0.53731453,0.5
s005082,0.16789974,0.09334688,0.30673468,0.05623635,0.5
s005083,0.2588877,0.43050647,0.5513322,0.45078245,0.5
s005084,0.9091032,0.8472108,0.48410565,0.8275496,0.5
s005085,0.08404061,0.07906799,0.4330821,0.09041373,0.5
s005086,0.27231473,0.5608841,0.5051802,0.6004813,0.5
s005087,0.6820445,0.55880857,0.81316423,0.38502774,0.5
s005088,0.9145963,0.86036915,0.90894175,0.82417905,0.5
s005089,0.97107434,0.8103289,0.8505928,0.6693127,0.5
s005090,0.88778967,0.7737297,0.24926445,0.77407146,0.5
s005091,0.4390257,0.82573026,0.48107287,0.85318035,0.5
s005092,0.08586246,0.44332927,0.3947841,0.24148941,0.5
s005093,0.16749084,0.31774372,0.4210756,0.29543313,0.5
s005094,0.21206883,0.35521552,0.5510604,0.16572808,0.5
s005095,0.06524657,0.1347759,0.26284182,0.07558479,0.5
s005096,0.74890363,0.69160146,0.38185328,0.6928498,0.5
s005097,0.5983122,0.19946389,0.38450763,0.10017222,0.5
s005098,0.076683804,0.17370832,0.4418235,0.18010667,0.5
s005099,0.96203625,0.68909645,0.66747284,0.45622808,0.5
s005100,0.58296597,0.3903596,0.42650077,0.46581268,0.5
s005101,0.38485432,0.56052333,0.25776508,0.41318113,0.5
s005102,0.8794577,0.47889438,0.69884354,0.5390439,0.5
s005103,0.16451646,0.7090191,0.71243227,0.6631238,0.5
s005104,0.7033458,0.9020933,0.5457397,0.7972413,0.5
s005105,0.6887825,0.8047131,0.75292206,0.72845864,0.5
s005106,0.83894384,0.29411358,0.5292178,0.16384642,0.5
s005107,0.6165319,0.8085212,0.60305554,0.8327813,0.5
s005108,0.057599206,0.13488984,0.29279748,0.15127839,0.5
s005109,0.1046602,0.3165805,0.54213613,0.27590945,0.5
s005110,0.9631613,0.92468774,0.91490096,0.8938666,0.5
s005111,0.6827853,0.717408,0.655336,0.70365125,0.5
s005112,0.96323055,0.90958625,0.56745726,0.9227612,0.5
s005113,0.9224824,0.86522406,0.68836373,0.8512122,0.5
s005114,0.0992954,0.0973904,0.55950063,0.12137297,0.5
s005115,0.9551521,0.93546456,0.81757444,0.9032942,0.5
s005116,0.9686789,0.94218844,0.85633236,0.9284088,0.5
s005117,0.91505283,0.70568365,0.69760895,0.7230162,0.5
s005118,0.47670147,0.32284614,0.49741367,0.109134786,0.5
s005119,0.9353465,0.8713654,0.45565274,0.82032555,0.5
s005120,0.9667888,0.9516839,0.716417,0.90515476,0.5
s005121,0.9750122,0.9439706,0.7821637,0.96557647,0.5
s005122,0.3004376,0.8797679,0.8818186,0.87925047,0.5
s005123,0.051082738,0.117572136,0.18227991,0.09704755,0.5
s005124,0.8814109,0.87482774,0.37364724,0.86223567,0.5
s005125,0.6398486,0.54540676,0.41099265,0.388386,0.5
s005126,0.92879725,0.91490096,0.76171577,0.90632194,0.5
s005127,0.6576484,0.5189576,0.41489884,0.32648614,0.5
s005128,0.8042522,0.79502225,0.46553937,0.7237002,0.5
s005129,0.93674946,0.920218,0.77864933,0.9448931,0.5
s005130,0.71582144,0.3629692,0.6939917,0.3156305,0.5
s005131,0.0715912,0.17909943,0.26151946,0.16238002,0.5
s005132,0.05051767,0.06791668,0.11066323,0.077099696,0.5
s005133,0.24454336,0.4073334,0.29992473,0.2810108,0.5
s005134,0.5455279,0.57332015,0.3890822,0.61820436,0.5
s005135,0.9644556,0.9144437,0.85693204,0.8707073,0.5
s005136,0.97622,0.9407897,0.6660625,0.9511422,0.5
s006115,0.51218176,0.38329497,0.49428585,0.37891862,0.5
s006116,0.03302355,0.16968086,0.3598139,0.19375686,0.5
s006117,0.26530904,0.15418488,0.11858909,0.1880256,0.5
s006118,0.70578504,0.7356416,0.63590103,0.4930081,0.5
s006119,0.7426084,0.7541916,0.57648236,0.73545164,0.5
s006120,0.14080817,0.40809983,0.52669275,0.2795334,0.5
s006121,0.14163722,0.62240195,0.68700033,0.46177518,0.5
s006122,0.18344729,0.63883525,0.64131004,0.5114345,0.5
s006123,0.049589027,0.20657375,0.22101425,0.18359363,0.5
s006124,0.43392146,0.37708178,0.33687624,0.31195065,0.5
s006125,0.047602657,0.45459318,0.46848667,0.36602303,0.5
s006126,0.079638734,0.54704064,0.15002881,0.3270232,0.5
s006127,0.24562746,0.37937838,0.34764788,0.35097733,0.5
s006128,0.049589027,0.33502442,0.2946207,0.19406214,0.5
s006129,0.041230027,0.14572217,0.19498022,0.11818139,0.5
s006130,0.05399884,0.20817892,0.24653332,0.21850258,0.5
s006131,0.060307644,0.2168396,0.30362853,0.13251455,0.5
s006132,0.08740791,0.27649513,0.71611935,0.23722231,0.5
s006133,0.04426588,0.09089675,0.18609506,0.12326004,0.5
s006134,0.611614,0.7829945,0.3624049,0.5877065,0.5
s006135,0.068537496,0.06941547,0.2607658,0.0570714,0.5
s006136,0.0394904,0.057918087,0.16184942,0.053899158,0.5
s006137,0.16331196,0.39227864,0.37914848,0.31216028,0.5
s006138,0.057176597,0.1816984,0.26999873,0.15960999,0.5
s006139,0.9535353,0.8568123,0.50811696,0.8109285,0.5
s006140,0.045692034,0.23196201,0.22970797,0.10123348,0.5
s006141,0.22286923,0.5134703,0.647018,0.3083985,0.5
s006142,0.8091252,0.8085212,0.50998557,0.69616497,0.5
s006143,0.8134608,0.40297934,0.24472383,0.6436653,0.5
s006144,0.19208428,0.24598956,0.43923616,0.19117662,0.5
s006145,0.21700548,0.37949336,0.28288904,0.43422136,0.5
s006146,0.07172113,0.46584308,0.38670552,0.48163667,0.5
s006147,0.039416388,0.16626887,0.24472383,0.10706346,0.5
s006148,0.09501305,0.09653532,0.23704566,0.1201288,0.5
s006149,0.10393038,0.46663293,0.34026593,0.33906123,0.5
s006150,0.09825223,0.4356614,0.42721745,0.34775856,0.5
s006151,0.9352283,0.8671483,0.82204634,0.879043,0.5
s006152,0.89048487,0.75815266,0.75797355,0.7841538,0.5
s006153,0.09534945,0.48063102,0.4769451,0.3680649,0.5
s006154,0.0462919,0.22017473,0.5091314,0.19605544,0.5
s006155,0.07906799,0.13139597,0.35499188,0.06290424,0.5
s006156,0.7119319,0.60369825,0.27173457,0.6228035,0.5
s006157,0.31142685,0.36048907,0.5813625,0.57624394,0.5
s006158,0.3429015,0.60118383,0.6992544,0.4399278,0.5
s006159,0.307358,0.67319167,0.60223705,0.6103373,0.5
s006160,0.055823144,0.040769264,0.18535663,0.051845465,0.5
s006161,0.037256766,0.08632348,0.4522033,0.06430005,0.5
s006162,0.74521303,0.4757423,0.5382855,0.52590144,0.5
s006163,0.32284614,0.17231108,0.20930801,0.28120816,0.5
s006164,0.15636235,0.46195722,0.3017734,0.40745124,0.5
s006165,0.085709274,0.32680833,0.62240195,0.27855107,0.5
s006166,0.033971995,0.109134786,0.32477054,0.08803312,0.5
s006167,0.09894659,0.19269122,0.4344013,0.11576065,0.5
s006168,0.2961451,0.51283747,0.41111082,0.48997632,0.5
s006169,0.035012625,0.061649624,0.28846887,0.083291925,0.5
s006170,0.03289904,0.045352582,0.11656274,0.04698664,0.5
s006171,0.07004896,0.36988392,0.21950476,0.34986588,0.5
s006172,0.05033063,0.07146149,0.3035253,0.0570714,0.5
s006173,0.054903854,0.08834723,0.7098244,0.10017222,0.5
s006174,0.6313671,0.8231863,0.52370965,0.7823301,0.5
s006175,0.018264279,0.1187934,0.16198196,0.06290424,0.5
s006176,0.075995214,0.5102525,0.45589498,0.353763,0.5
s006177,0.12896329,0.32852942,0.26340988,0.309754,0.5
s006178,0.06979492,0.10356715,0.17738296,0.11417085,0.5
s006179,0.047691282,0.08555634,0.20260091,0.0721122,0.5
s006180,0.028761586,0.07250525,0.15115306,0.06198946,0.5
s006181,0.55832696,0.78874594,0.413714,0.79454446,0.5
s006182,0.067546695,0.19238758,0.26265267,0.16749084,0.5
s006183,0.10650459,0.16518871,0.4459518,0.1732882,0.5
s006184,0.9700703,0.8824279,0.5539276,0.86726075,0.5
s006185,0.81669897,0.85633236,0.58189714,0.7892337,0.5
s006186,0.10266401,0.7967673,0.521989,0.7345006,0.5
s006187,0.11797801,0.25201568,0.18403316,0.19682619,0.5
s006188,0.091058284,0.14282866,0.2973679,0.14718705,0.5
s006189,0.06928941,0.29168653,0.29007506,0.2359876,0.5
s006190,0.053700306,0.1317307,0.53300244,0.09807932,0.5
s006191,0.9152046,0.59060216,0.3774259,0.52737737,0.5
s006192,0.28826845,0.51810426,0.48185003,0.37799978,0.5
s006193,0.05942822,0.12095703,0.24835184,0.10970578,0.5
s006194,0.20071429,0.1664043,0.62165576,0.1465752,0.5
s006195,0.83508044,0.83004373,0.27250826,0.7516481,0.5
s006196,0.9614615,0.8964329,0.8149381,0.8198933,0.5
s006197,0.07185127,0.6491339,0.5127307,0.5079034,0.5
s006198,0.5609743,0.36738375,0.3874006,0.29057807,0.5
s006199,0.92683524,0.95362175,0.6426568,0.9400236,0.5
s006200,0.28120816,0.54576993,0.4795494,0.4686082,0.5
s006201,0.036288295,0.041230027,0.12918286,0.06052939,0.5
s006886,0.5427118,0.52593195,0.59766656,0.34587815,0.5
s006887,0.08601588,0.05079946,0.2148561,0.035211135,0.5
s006888,0.551302,0.5491571,0.30673468,0.28170192,0.5
s006889,0.03321117,0.1573957,0.18010667,0.11716747,0.5
s006890,0.039937314,0.1466974,0.24131057,0.075858176,0.5
s006891,0.8149381,0.7181004,0.3900692,0.5771379,0.5
s006892,0.071332,0.1816984,0.30167052,0.10502681,0.5
s006893,0.07329728,0.43878523,0.69461346,0.2782568,0.5
s006894,0.055310655,0.19132768,0.15178062,0.21700548,0.5
s006895,0.08586246,0.37319025,0.32949957,0.22051026,0.5
s006896,0.083890386,0.09170696,0.25757828,0.061649624,0.5
s006897,0.031321116,0.07382972,0.30787802,0.053799648,0.5
s006898,0.7439129,0.3566707,0.2694217,0.4508429,0.5
s006899,0.0753123,0.14903529,0.24364243,0.14755517,0.5
s006900,0.0849471,0.2780607,0.53151333,0.22017473,0.5
s006901,0.87472075,0.45090336,0.55658036,0.29047742,0.5
s006902,0.055208683,0.29920757,0.18039528,0.2507293,0.5
s006903,0.067546695,0.22286923,0.16762704,0.10212548,0.5
s006904,0.50651133,0.70028025,0.5416816,0.66508436,0.5
s006905,0.061199225,0.2762998,0.41952902,0.19806418,0.5
s006906,0.033844035,0.09602549,0.2630311,0.05079946,0.5
s006907,0.58959824,0.624179,0.4399278,0.5790433,0.5
s006908,0.38861805,0.5718862,0.4292499,0.7292306,0.5
s006909,0.058024753,0.19253936,0.29188833,0.09252365,0.5
s006910,0.050611433,0.15520649,0.26246357,0.05997644,0.5
s006911,0.060197048,0.24816957,0.39309373,0.16371267,0.5
s006912,0.090253234,0.09203286,0.5702117,0.069921836,0.5
s006913,0.058024753,0.0563401,0.49169996,0.050988145,0.5
s006914,0.21174264,0.45522887,0.25664565,0.29138398,0.5
s006915,0.39975306,0.32146,0.6276089,0.20705435,0.5
s006916,0.4190535,0.32412842,0.5583872,0.2605776,0.5
s006917,0.08108212,0.116965584,0.14390807,0.0751764,0.5
s006918,0.07250525,0.19057333,0.31405056,0.051845465,0.5
s006919,0.05910154,0.16613355,0.2221934,0.0946777,0.5
s006920,0.05023736,0.14940722,0.13117322,0.09401018,0.5
s006921,0.0563401,0.11066323,0.18010667,0.066085376,0.5
s006922,0.031084951,0.11085559,0.13318956,0.054802597,0.5
s006923,0.050611433,0.107250325,0.2617081,0.06359858,0.5
s006924,0.05942822,0.18862271,0.30860683,0.13409412,0.5
s006925,0.19544049,0.23475733,0.30798206,0.2109288,0.5
s006926,0.051941562,0.13296424,0.37765545,0.10338596,0.5
s006927,0.04822634,0.04995852,0.22371607,0.037467506,0.5
s006928,0.8774768,0.3455468,0.5987815,0.3717066,0.5
s006929,0.22627032,0.35053253,0.2762022,0.2926964,0.5
s006930,0.039416388,0.087252244,0.111627996,0.059537485,0.5
s007289,0.061536737,0.09401018,0.23178805,0.06441767,0.5
s007290,0.037538007,0.4626551,0.15623358,0.54728264,0.5
s007291,0.3270232,0.3213535,0.5926666,0.18609506,0.5
s007292,0.047602657,0.11858909,0.17161581,0.044764314,0.5
s007293,0.031026183,0.13352816,0.19042274,0.0743657,0.5
s007294,0.02220123,0.09384396,0.15456733,0.07490527,0.5
s007295,0.0355444,0.12517227,0.19375686,0.08819004,0.5
s007296,0.02732453,0.13006426,0.15495056,0.15843461,0.5
s007297,0.048496,0.1482937,0.19467382,0.07409726,0.5
s007298,0.10017222,0.15367614,0.36229208,0.101055905,0.5
s007299,0.07463504,0.055208683,0.14463143,0.028167473,0.5
s007300,0.04689926,0.07463504,0.18126321,0.102844074,0.5
s007301,0.39495912,0.35644665,0.48611048,0.18757874,0.5
s007302,0.032528225,0.025908021,0.1431877,0.04304285,0.5
s007303,0.8494724,0.8418256,0.352759,0.6758716,0.5
s007304,0.0607519,0.069541745,0.20979328,0.02931223,0.5
s007305,0.06441767,0.046464667,0.18757874,0.030100334,0.5
s007306,0.05033063,0.081959546,0.18227991,0.0416178,0.5
s007307,0.04689926,0.04922211,0.24364243,0.08834723,0.5
s007308,0.8290772,0.66225064,0.40892568,0.6907677,0.5
s007309,0.054802597,0.056444027,0.20228557,0.04288224,0.5
s007310,0.1436676,0.38554814,0.35331663,0.38035607,0.5
s007311,0.05910154,0.5002992,0.23091978,0.34831256,0.5
s007312,0.02970375,0.13591877,0.21917035,0.0563401,0.5
s007313,0.040616777,0.064065434,0.49783704,0.06108711,0.5
s007314,0.042962473,0.031321116,0.13672362,0.034229323,0.5
s007315,0.046724956,0.079782,0.20465964,0.068787284,0.5
s007316,0.04451443,0.06730107,0.1592174,0.05223086,0.5
s007317,0.034618836,0.19027223,0.21011727,0.13364118,0.5
s007318,0.03574581,0.04995852,0.13591877,0.027066175,0.5
s007319,0.07544843,0.048047356,0.17412922,0.02942358,0.5
s007320,0.03155902,0.11496335,0.27708158,0.05738754,0.5
s007321,0.056756895,0.069921836,0.20481864,0.094176665,0.5
s007322,0.05223086,0.09687653,0.19163004,0.04443143,0.5
s007323,0.056548133,0.1625129,0.37771282,0.13500382,0.5
s007324,0.031084951,0.08555634,0.14953138,0.05613278,0.5
s007325,0.9709644,0.7126323,0.7306744,0.6128312,0.5
s007326,0.100348406,0.18286288,0.31405056,0.11736965,0.5
s007327,0.035144847,0.092359796,0.22850062,0.047691282,0.5
s007328,0.06359858,0.17203271,0.2260994,0.111627996,0.5
s007329,0.04451443,0.041539967,0.19193278,0.03265138,0.5
s007330,0.057599206,0.41501737,0.19574778,0.29057807,0.5
s007331,0.058884695,0.105948284,0.22592856,0.060307644,0.5
s007332,0.7162186,0.35824078,0.54319644,0.18757874,0.5
s007333,0.6621414,0.26397872,0.68257374,0.21027938,0.5
s007334,0.3191214,0.29168653,0.41454327,0.1799625,0.5
s007335,0.051462766,0.054903854,0.19574778,0.066085376,0.5
s007336,0.0460339,0.42036164,0.2649285,0.48366365,0.5
s007337,0.06418265,0.12095703,0.25982562,0.14306793,0.5
s007338,0.04099903,0.037963696,0.16079244,0.023375316,0.5
s007339,0.04560694,0.085709274,0.5596812,0.051653776,0.5
s007340,0.06766981,0.10320506,0.16545822,0.1301748,0.5
s007341,0.06108711,0.05127242,0.16559312,0.05340333,0.5
s007342,0.0500513,0.47609246,0.13039611,0.501771,0.5
s007343,0.059646938,0.03352616,0.13409412,0.024516337,0.5
s007344,0.9404625,0.85669243,0.46192685,0.8217605,0.5
s007345,0.9533619,0.92495924,0.6950276,0.9014011,0.5
s007346,0.045692034,0.07737811,0.20995522,0.067423776,0.5
s007347,0.04107589,0.063366346,0.16438228,0.028925717,0.5
s007348,0.77864933,0.5325771,0.24508502,0.42345798,0.5
s007349,0.034553625,0.07004896,0.2467148,0.03085051,0.5
s007350,0.030214584,0.035410732,0.13523208,0.029591374,0.5
s007351,0.071332,0.22832854,0.18550412,0.043528143,0.5
s007352,0.05330468,0.082549304,0.18140818,0.04099903,0.5
s007353,0.03339982,0.04240383,0.4066852,0.033652965,0.5
s007354,0.05399884,0.05623635,0.51141924,0.037397135,0.5
s007355,0.05261895,0.090253234,0.16224726,0.059537485,0.5
s007356,0.08314291,0.19528697,0.24184732,0.12033541,0.5
s007357,0.09518112,0.15700755,0.45719728,0.07276838,0.5
s007358,0.123471275,0.31478733,0.3443332,0.34798014,0.5
s007359,0.038538497,0.10989668,0.18609506,0.08601588,0.5
s007360,0.684053,0.4406799,0.53540206,0.5353717,0.5
s007361,0.57397693,0.50239754,0.2005577,0.5521171,0.5
s007362,0.053107906,0.22953522,0.38416097,0.13683891,0.5
s007363,0.91700584,0.43929625,0.7232117,0.4147803,0.5
s007364,0.18025091,0.37685242,0.22286923,0.2155158,0.5
s007365,0.040922303,0.09687653,0.12929276,0.042483207,0.5
s007366,0.055310655,0.04107589,0.1698185,0.027169233,0.5
s007367,0.1625129,0.3644382,0.47985405,0.15507847,0.5
s007368,0.92290026,0.85919183,0.2501793,0.75635755,0.5
s007369,0.041930523,0.16238002,0.2674082,0.08866235,0.5
s007370,0.035211135,0.040845715,0.13672362,0.03963884,0.5
s007371,0.045777276,0.04304285,0.18653922,0.036631364,0.5
s007372,0.7622471,0.36048907,0.372277,0.42101613,0.5
s007611,0.060863446,0.0721122,0.17469169,0.071332,0.5
s007612,0.8307315,0.597784,0.35846534,0.5565502,0.5
s007613,0.076407686,0.051082738,0.14990433,0.05330468,0.5
s007614,0.287968,0.40080798,0.39957732,0.21141683,0.5
s007615,0.09252365,0.18432662,0.19837458,0.1041124,0.5
s007616,0.03676947,0.048405956,0.13706978,0.04069295,0.5
s007617,0.049589027,0.07172113,0.18271701,0.061536737,0.5
s007618,0.9452985,0.8889517,0.5559476,0.928668,0.5
s007619,0.055515114,0.03882902,0.3100673,0.06928941,0.5
s007620,0.43668205,0.3407045,0.3539863,0.2842779,0.5
s007621,0.03371654,0.13614832,0.20753574,0.1041124,0.5
s007622,0.09434342,0.07654563,0.21584621,0.064065434,0.5
s007623,0.12074952,0.123471275,0.3209277,0.08093671,0.5
s007624,0.052521676,0.055005286,0.10837755,0.06489011,0.5
s007625,0.071202725,0.052037824,0.22101425,0.032283258,0.5
